N,Hmax,obs_count,placement,cover_enabled,accuracy,graph_f1,graph_precision,graph_recall,dummy_fraction,avg_path_length,path_diversity,total_replies,conversation_threads
200,3,5,high-degree,True,0.015,0.018,0.969,0.009,0.36,2.624,0.849,8028,7074
200,1,5,high-degree,True,0.016,0.02,0.922,0.01,0.366,2.624,0.846,7851,7024
200,3,5,cluster,True,0.017,0.018,0.865,0.009,0.373,2.622,0.846,7800,7086
200,3,5,random,True,0.017,0.013,0.873,0.007,0.378,2.624,0.845,7845,7112
200,1,5,random,True,0.017,0.017,0.908,0.008,0.372,2.623,0.847,7967,7092
200,1,5,high-degree,True,0.017,0.014,0.877,0.007,0.365,2.619,0.848,7841,7052
200,1,5,cluster,True,0.018,0.014,0.836,0.007,0.365,2.62,0.842,7858,7032
200,1,5,cluster,True,0.018,0.014,0.806,0.007,0.368,2.622,0.844,7827,7063
200,3,5,cluster,True,0.019,0.013,0.839,0.007,0.364,2.61,0.843,7857,6988
200,1,5,random,True,0.019,0.019,0.817,0.009,0.373,2.622,0.847,7866,7060
200,1,5,random,False,0.025,0.004,1.0,0.002,0.0,2.639,0.905,7759,5824
200,1,5,cluster,False,0.027,0.003,0.733,0.002,0.0,2.636,0.903,7833,5807
200,3,5,high-degree,False,0.028,0.005,0.9,0.003,0.0,2.637,0.904,7859,5805
200,1,5,high-degree,False,0.029,0.004,1.0,0.002,0.0,2.636,0.905,7862,5830
200,3,5,random,False,0.031,0.005,1.0,0.003,0.0,2.64,0.903,7907,5844
200,3,5,cluster,False,0.035,0.005,0.941,0.002,0.0,2.634,0.901,7791,5781
300,3,5,high-degree,True,0.01,0.006,0.882,0.003,0.466,2.585,0.86,12806,14835
300,1,5,cluster,True,0.011,0.004,0.837,0.002,0.467,2.586,0.861,12768,14800
300,3,5,random,True,0.011,0.008,0.938,0.004,0.465,2.58,0.862,12666,14721
300,1,5,random,True,0.011,0.008,0.929,0.004,0.467,2.581,0.859,12764,14805
300,3,5,random,True,0.012,0.007,0.964,0.003,0.468,2.582,0.86,12777,14735
300,3,5,cluster,True,0.012,0.008,0.89,0.004,0.476,2.585,0.859,12691,14934
300,3,5,high-degree,True,0.012,0.006,1.0,0.003,0.463,2.583,0.861,12759,14869
300,3,5,cluster,True,0.012,0.008,0.956,0.004,0.468,2.579,0.858,12726,14751
300,1,5,cluster,True,0.012,0.012,0.912,0.006,0.47,2.584,0.86,12722,14806
300,1,5,high-degree,True,0.012,0.007,1.0,0.003,0.464,2.585,0.861,12682,14763
300,1,5,random,True,0.012,0.009,0.902,0.005,0.478,2.585,0.856,12874,14909
300,1,5,high-degree,True,0.013,0.007,0.919,0.004,0.465,2.584,0.858,12744,14778
300,3,5,high-degree,False,0.016,0.001,1.0,0.001,0.0,2.602,0.927,12775,10508
300,1,5,random,False,0.019,0.001,1.0,0.001,0.0,2.606,0.926,12808,10495
300,1,5,high-degree,False,0.019,0.001,0.818,0.001,0.0,2.598,0.928,12787,10523
300,3,5,random,False,0.021,0.002,0.778,0.001,0.0,2.604,0.925,12692,10500
300,3,5,cluster,False,0.021,0.002,0.737,0.001,0.0,2.604,0.925,12730,10528
300,1,5,cluster,False,0.025,0.002,0.944,0.001,0.0,2.603,0.925,12744,10524
400,1,5,cluster,True,0.008,0.004,0.862,0.002,0.556,2.58,0.863,17136,25355
400,1,5,random,True,0.008,0.004,0.908,0.002,0.539,2.578,0.864,17322,24888
400,1,5,cluster,True,0.008,0.005,0.943,0.002,0.535,2.582,0.869,17146,24819
400,3,5,cluster,True,0.008,0.004,0.918,0.002,0.537,2.578,0.866,17172,24793
400,3,5,cluster,True,0.008,0.014,0.853,0.007,0.732,2.574,0.786,17147,28936
400,3,5,random,True,0.009,0.003,0.938,0.002,0.543,2.58,0.868,17415,25043
400,3,5,random,True,0.009,0.004,0.921,0.002,0.536,2.581,0.867,17217,24860
400,1,5,random,True,0.009,0.005,0.918,0.003,0.545,2.58,0.862,17241,24983
400,1,5,high-degree,True,0.009,0.002,1.0,0.001,0.535,2.577,0.865,17231,24801
400,3,5,high-degree,True,0.009,0.003,0.957,0.002,0.539,2.58,0.865,17283,24992
400,1,5,high-degree,True,0.011,0.003,0.913,0.001,0.542,2.58,0.866,17226,24966
400,3,5,high-degree,True,0.011,0.003,0.929,0.001,0.534,2.58,0.867,17349,24897
400,3,5,cluster,False,0.014,0.0,0.857,0.0,0.0,2.599,0.938,17237,15487
400,1,5,random,False,0.016,0.001,1.0,0.0,0.0,2.604,0.939,17292,15648
400,3,5,random,False,0.016,0.001,0.933,0.0,0.0,2.6,0.939,17222,15576
400,1,5,cluster,False,0.017,0.001,0.929,0.0,0.0,2.599,0.937,17315,15535
400,3,5,high-degree,False,0.017,0.001,1.0,0.0,0.0,2.605,0.94,17316,15626
400,1,5,high-degree,False,0.018,0.001,1.0,0.0,0.0,2.603,0.939,17246,15583
