N,Hmax,obs_count,placement,cover_enabled,accuracy,graph_f1,graph_precision,graph_recall,dummy_fraction,avg_path_length,path_diversity,total_replies,conversation_threads
100,1,5,high-degree,True,0.033,0.083,0.915,0.044,0.239,2.813,0.804,3256,1909
100,1,5,random,True,0.034,0.08,0.9,0.042,0.24,2.815,0.803,3306,1921
100,3,5,cluster,True,0.034,0.06,0.93,0.031,0.235,2.809,0.805,3227,1893
100,3,5,high-degree,True,0.034,0.102,0.93,0.054,0.237,2.813,0.809,3247,1898
100,1,5,cluster,True,0.035,0.077,0.908,0.04,0.247,2.811,0.812,3289,1909
100,1,5,high-degree,True,0.036,0.094,0.895,0.049,0.241,2.815,0.804,3249,1897
100,1,5,random,True,0.037,0.078,0.897,0.041,0.236,2.816,0.81,3270,1907
100,1,5,random,False,0.037,0.04,1.0,0.02,0.0,2.823,0.848,3244,1779
100,1,5,cluster,True,0.037,0.08,0.889,0.042,0.237,2.81,0.807,3220,1897
100,3,5,cluster,True,0.038,0.072,0.867,0.038,0.23,2.804,0.81,3270,1893
100,3,5,cluster,False,0.039,0.038,1.0,0.019,0.0,2.84,0.853,3195,1795
100,1,5,high-degree,False,0.04,0.048,0.977,0.024,0.0,2.827,0.846,3245,1799
100,3,5,random,False,0.047,0.026,0.958,0.013,0.0,2.818,0.846,3214,1796
100,1,5,cluster,False,0.051,0.038,0.943,0.019,0.0,2.836,0.849,3228,1806
100,3,5,high-degree,False,0.06,0.048,0.977,0.024,0.0,2.828,0.845,3290,1785
150,1,5,cluster,True,0.021,0.032,0.855,0.017,0.306,2.689,0.836,5701,4126
150,3,5,random,True,0.022,0.034,0.883,0.017,0.308,2.671,0.831,5672,4105
150,3,5,cluster,True,0.023,0.041,0.891,0.021,0.31,2.694,0.838,5638,4133
150,1,5,high-degree,True,0.023,0.033,0.957,0.017,0.312,2.693,0.836,5546,4092
150,3,5,cluster,True,0.023,0.033,0.892,0.017,0.306,2.684,0.834,5695,4132
150,1,5,random,True,0.024,0.029,0.879,0.015,0.308,2.688,0.836,5638,4146
150,1,5,high-degree,True,0.024,0.039,0.919,0.02,0.311,2.686,0.833,5620,4101
150,3,5,random,True,0.025,0.032,0.941,0.016,0.312,2.684,0.832,5620,4111
150,3,5,high-degree,True,0.025,0.039,0.929,0.02,0.316,2.689,0.835,5656,4137
150,1,5,random,True,0.025,0.031,0.851,0.016,0.319,2.685,0.833,5645,4145
150,1,5,cluster,True,0.025,0.032,0.855,0.017,0.314,2.693,0.834,5567,4101
150,3,5,high-degree,True,0.025,0.032,0.942,0.017,0.321,2.693,0.837,5591,4133
150,1,5,high-degree,False,0.027,0.015,0.938,0.008,0.0,2.689,0.88,5548,3679
150,1,5,random,False,0.027,0.015,0.935,0.007,0.0,2.682,0.879,5633,3659
150,1,5,cluster,False,0.033,0.008,0.889,0.004,0.0,2.682,0.883,5602,3673
150,3,5,cluster,False,0.033,0.011,0.88,0.006,0.0,2.678,0.876,5631,3669
150,3,5,random,False,0.036,0.012,0.92,0.006,0.0,2.677,0.875,5609,3619
150,3,5,high-degree,False,0.037,0.013,0.962,0.006,0.0,2.683,0.88,5643,3645
200,1,5,cluster,True,0.015,0.067,0.787,0.035,0.721,2.61,0.704,7936,7653
200,1,5,high-degree,True,0.015,0.018,0.971,0.009,0.372,2.624,0.851,7852,6967
200,1,5,high-degree,True,0.016,0.015,0.917,0.008,0.371,2.629,0.855,7922,7011
200,3,5,cluster,True,0.016,0.019,0.852,0.01,0.38,2.629,0.847,7897,7031
200,3,5,random,True,0.016,0.013,0.887,0.007,0.378,2.629,0.848,7793,6981
200,3,5,high-degree,True,0.017,0.014,0.943,0.007,0.373,2.635,0.851,7878,6993
200,1,5,random,True,0.018,0.017,0.925,0.009,0.381,2.631,0.853,7825,7054
200,3,5,random,True,0.019,0.019,0.84,0.01,0.372,2.635,0.856,7868,7047
200,1,5,cluster,True,0.019,0.016,0.906,0.008,0.377,2.626,0.846,7840,7000
200,3,5,high-degree,True,0.019,0.017,0.925,0.009,0.382,2.627,0.848,7935,7045
200,1,5,random,True,0.02,0.017,0.897,0.009,0.379,2.631,0.849,7847,7007
200,3,5,cluster,True,0.02,0.014,0.877,0.007,0.375,2.634,0.852,7898,7007
200,3,5,high-degree,False,0.024,0.003,1.0,0.002,0.0,2.632,0.904,8019,5794
200,3,5,cluster,False,0.025,0.004,1.0,0.002,0.0,2.637,0.902,7821,5744
200,3,5,random,False,0.027,0.002,1.0,0.001,0.0,2.631,0.901,7980,5721
200,1,5,high-degree,False,0.028,0.008,0.966,0.004,0.0,2.639,0.902,7967,5772
200,1,5,random,False,0.028,0.005,1.0,0.003,0.0,2.635,0.904,7935,5720
200,1,5,cluster,False,0.028,0.008,0.931,0.004,0.0,2.633,0.897,7884,5704
300,1,5,cluster,True,0.01,0.044,0.805,0.022,0.793,2.57,0.701,12821,16952
300,3,5,cluster,True,0.011,0.008,0.913,0.004,0.468,2.583,0.861,12807,14707
300,1,5,cluster,True,0.012,0.007,0.821,0.003,0.464,2.585,0.863,12726,14684
300,3,5,high-degree,True,0.012,0.045,0.869,0.023,0.79,2.569,0.703,12729,16953
300,1,5,high-degree,True,0.012,0.005,0.907,0.002,0.474,2.582,0.859,12798,14769
300,1,5,high-degree,True,0.012,0.005,0.974,0.002,0.47,2.581,0.858,12736,14772
300,3,5,random,True,0.012,0.007,0.9,0.003,0.467,2.583,0.861,12717,14657
300,1,5,random,True,0.012,0.008,0.886,0.004,0.475,2.582,0.86,12711,14811
300,1,5,random,True,0.013,0.007,0.859,0.003,0.474,2.583,0.858,12701,14771
300,3,5,cluster,True,0.013,0.007,0.933,0.003,0.466,2.579,0.859,12739,14668
300,3,5,high-degree,True,0.013,0.006,0.923,0.003,0.468,2.584,0.863,12800,14760
300,3,5,random,True,0.014,0.007,0.914,0.003,0.471,2.579,0.858,12828,14744
300,3,5,cluster,False,0.015,0.001,0.833,0.0,0.0,2.597,0.927,12866,10433
300,1,5,cluster,False,0.016,0.002,0.875,0.001,0.0,2.592,0.924,12766,10503
300,1,5,high-degree,False,0.017,0.002,0.947,0.001,0.0,2.602,0.925,12837,10400
300,1,5,random,False,0.017,0.002,1.0,0.001,0.0,2.598,0.923,12973,10427
300,3,5,high-degree,False,0.019,0.001,0.889,0.0,0.0,2.602,0.925,12947,10467
300,3,5,random,False,0.02,0.002,1.0,0.001,0.0,2.6,0.924,12824,10418
400,3,5,random,True,0.008,0.005,0.947,0.003,0.553,2.579,0.863,17316,25154
400,3,5,random,True,0.009,0.003,0.941,0.002,0.548,2.579,0.863,17216,25042
400,1,5,cluster,True,0.009,0.004,0.948,0.002,0.536,2.58,0.868,17223,24739
400,1,5,random,True,0.009,0.004,0.945,0.002,0.538,2.575,0.862,17406,24880
400,3,5,high-degree,True,0.009,0.002,0.941,0.001,0.538,2.58,0.868,17135,24650
400,3,5,cluster,True,0.009,0.005,0.932,0.002,0.541,2.577,0.863,17277,24857
400,1,5,high-degree,True,0.01,0.002,0.85,0.001,0.539,2.578,0.866,17121,24718
400,3,5,high-degree,True,0.01,0.004,0.98,0.002,0.566,2.579,0.858,17163,25441
400,1,5,random,True,0.01,0.003,0.923,0.001,0.545,2.577,0.864,17170,24947
400,1,5,cluster,True,0.01,0.004,0.909,0.002,0.544,2.577,0.862,17257,24804
400,3,5,cluster,True,0.01,0.004,0.906,0.002,0.596,2.578,0.852,17174,26331
400,1,5,high-degree,True,0.011,0.003,0.898,0.002,0.544,2.578,0.867,17218,24932
400,1,5,random,False,0.014,0.001,0.923,0.0,0.0,2.599,0.938,17373,15442
400,3,5,cluster,False,0.014,0.001,1.0,0.0,0.0,2.604,0.939,17190,15466
400,3,5,random,False,0.015,0.001,0.867,0.0,0.0,2.604,0.939,17321,15457
400,3,5,high-degree,False,0.016,0.001,0.923,0.0,0.0,2.602,0.94,17414,15476
400,1,5,cluster,False,0.016,0.001,0.917,0.0,0.0,2.601,0.941,17353,15485
400,1,5,high-degree,False,0.016,0.001,0.889,0.0,0.0,2.596,0.938,17294,15432
