N,Hmax,obs_count,placement,cover_enabled,accuracy,graph_f1,graph_precision,graph_recall,dummy_fraction,avg_path_length,path_diversity,total_replies,conversation_threads
400,3,10,cluster,False,0.015,0.002,0.958,0.001,0.0,2.595,0.935,17251,15384
400,1,5,high-degree,False,0.016,0.001,1.0,0.0,0.0,2.593,0.937,17135,15356
400,3,5,high-degree,False,0.016,0.0,0.875,0.0,0.0,2.598,0.94,17168,15465
400,3,5,cluster,False,0.016,0.001,0.933,0.0,0.0,2.599,0.937,17218,15393
400,3,10,high-degree,False,0.016,0.002,1.0,0.001,0.0,2.595,0.938,17141,15381
400,2,10,random,False,0.017,0.002,0.917,0.001,0.0,2.593,0.938,16975,15418
400,3,10,random,False,0.017,0.001,0.9,0.001,0.0,2.591,0.937,17160,15366
400,2,5,random,False,0.018,0.001,1.0,0.0,0.0,2.596,0.939,17196,15473
400,2,10,cluster,False,0.018,0.002,1.0,0.001,0.0,2.595,0.938,17289,15496
400,1,10,random,False,0.019,0.002,0.935,0.001,0.0,2.591,0.936,17052,15267
400,1,10,high-degree,False,0.019,0.002,0.957,0.001,0.0,2.596,0.937,17186,15433
400,1,10,cluster,False,0.019,0.002,0.969,0.001,0.0,2.596,0.938,17326,15351
400,2,10,high-degree,False,0.02,0.001,0.95,0.001,0.0,2.593,0.937,17041,15471
