N,Hmax,obs_count,placement,cover_enabled,poison_rate,accuracy,total_guesses,correct_guesses,total_messages,dummy_messages,dummy_fraction,graph_precision,graph_recall,graph_f1,estimated_nodes,estimated_edges,avg_confidence,total_replies,avg_reply_delay,conversation_threads,avg_path_length,path_diversity
300,3,5,random,True,0.05,0.009402327569202446,15209,143,40979,19188,0.4682398301569096,0.8769230769230769,0.003553837521042459,0.007078986587183308,66,65,0.3773598493464877,12639,2.4411402157164868,14718,2.5893506430122746,0.8634666536518705
150,2,10,high-degree,False,0.0,0.045662100456621,1752,80,10132,0,0.0,0.94,0.011934992381919756,0.02357071213640923,47,50,0.40036683140657453,5506,2.3095623987034037,3640,2.6991709435452034,0.8842281879194631
200,2,10,high-degree,True,0.05,0.020630445925166583,7804,161,22539,8435,0.37424020586538886,0.9411764705882353,0.01809954751131222,0.03551609322974473,110,136,0.37062829834981637,7886,2.3666588068851686,7021,2.61923776565065,0.846976352100803
300,1,10,cluster,True,0.1,0.014704916956607366,15233,224,41166,19320,0.4693193412039061,0.8974358974358975,0.006546542801920319,0.012998266897746967,88,117,0.3798697507111592,12694,2.4770009199632015,14755,2.5849487441092163,0.8626779381042607
75,3,10,high-degree,True,0.05,0.05465191932335719,1537,84,5490,1109,0.20200364298724954,0.9096385542168675,0.15778474399164055,0.26892252894033847,69,166,0.4082112940695743,2164,2.0874357090374724,1100,2.908196721311475,0.7908925318761384
100,2,10,high-degree,True,0.1,0.035498184751916094,2479,88,8335,1989,0.23863227354529093,0.8987341772151899,0.08260616637579989,0.15130527437400107,82,158,0.3980194818605474,3258,2.173735309146653,1907,2.8314337132573484,0.811877624475105
400,2,10,high-degree,False,0.0,0.02122122122122122,4995,106,29429,0,0.0,0.967741935483871,0.001052225456841219,0.0021021652301870925,39,31,0.32670593346052557,17072,2.5440999759673155,15651,2.6016854123483637,0.9388358421964729
100,3,10,high-degree,True,0.05,0.03369434416365824,2493,84,8426,2105,0.24982197958699265,0.8703703703703703,0.08202443280977312,0.14992025518341306,85,162,0.39389381638977267,3233,2.150587034201123,1898,2.834441015903157,0.8118917635888915
75,1,5,high-degree,False,0.0,0.07368421052631578,760,56,4314,0,0.0,0.9454545454545454,0.054336468129571575,0.10276679841897232,45,55,0.3923484793506431,2097,2.0692541856925417,1048,2.930227167362077,0.8266110338433009
100,3,5,cluster,True,0.05,0.0347682119205298,2416,84,8260,1949,0.23595641646489104,0.8648648648648649,0.03723094822571262,0.07138873396542109,51,74,0.39449462552284187,3223,2.1381272633212625,1900,2.8239709443099272,0.809322033898305
150,2,5,cluster,True,0.1,0.023952095808383235,4843,116,14851,4629,0.3116961820752811,0.863013698630137,0.015997968511934992,0.031413612565445025,59,73,0.3632299657036351,5596,2.2530689329556184,4123,2.6921419433034814,0.8390007406908626
300,3,10,high-degree,False,0.0,0.017446471054718478,3783,66,21871,0,0.0,0.8695652173913043,0.0012469605336991084,0.0024903498941601294,30,23,0.34929493220781754,12719,2.541082164328657,10511,2.6088427598189385,0.9282611677563898
150,2,5,random,False,0.0,0.03132118451025057,1756,55,10216,0,0.0,0.9130434782608695,0.005332656170644997,0.010603382984094925,27,23,0.40598069006367465,5590,2.3292181069958846,3621,2.696260767423649,0.8837118245888802
400,1,5,high-degree,False,0.0,0.017450980392156864,5100,89,29735,0,0.0,0.9166666666666666,0.00038581600084178035,0.0007713073659853452,17,12,0.3351962299396421,17378,2.571560907827698,15623,2.611333445434673,0.9412140575079873
100,3,5,high-degree,True,0.1,0.03394039735099338,2416,82,8288,1918,0.23141891891891891,0.9012345679012346,0.04246655031995346,0.0811111111111111,60,81,0.40313919736081455,3282,2.1372151898734177,1915,2.817084942084942,0.8083976833976834
50,3,5,cluster,True,0.1,0.09734513274336283,791,77,3092,462,0.14941785252263906,0.8166666666666667,0.11778846153846154,0.20588235294117646,33,60,0.4316132095652293,1170,1.7591888466413181,489,3.0171410090556274,0.7648771021992238
200,3,5,cluster,False,0.0,0.029912754466140425,2407,72,14066,0,0.0,1.0,0.003252262443438914,0.006483439041578576,25,23,0.33759557437180093,7848,2.4099024041894785,5791,2.649651642257927,0.9081473055595052
150,1,10,high-degree,True,0.05,0.024879782563244825,4783,119,14838,4537,0.3057689715595094,0.9066666666666666,0.03453529710512951,0.0665362035225049,98,150,0.3877798147683347,5675,2.3577031691245685,4121,2.6887046771802128,0.835489958215393
200,2,5,cluster,True,0.1,0.016135278172195688,7747,125,22403,8308,0.37084319064411014,0.9195402298850575,0.011312217194570135,0.022349490152255902,70,87,0.3810202232077668,7877,2.4011764705882355,6967,2.6260322278266304,0.8488595277418203
50,1,10,high-degree,True,0.1,0.08631319358816276,811,70,3105,463,0.14911433172302738,0.8787878787878788,0.27884615384615385,0.4233576642335767,49,132,0.43108526774703027,1182,1.9482323232323233,488,2.9861513687600643,0.750402576489533
50,1,5,random,True,0.1,0.08533653846153846,832,71,3164,532,0.168141592920354,0.8387096774193549,0.125,0.2175732217573222,41,62,0.4146290853520739,1172,1.8526448362720402,486,2.9911504424778763,0.7449431099873578
300,2,5,high-degree,True,0.05,0.013133701076963489,15228,200,41313,19307,0.4673347372497761,0.925,0.0023068769873433505,0.004602276260961502,39,40,0.3697473423990492,12854,2.5000751992780867,14692,2.5876358531212937,0.8605523685038607
150,1,10,cluster,True,0.1,0.022618094475580466,4996,113,15249,5140,0.3370712833628435,0.8986486486486487,0.03377348908075165,0.06510034263338228,83,148,0.3892314870415793,5483,2.2334088701845256,4136,2.696701423044134,0.8310053118237262
100,1,10,cluster,True,0.05,0.03786933000416146,2403,91,8210,1920,0.23386114494518878,0.8986486486486487,0.07737056428155904,0.14247455811462237,76,148,0.3926510076128452,3202,2.1441908713692945,1908,2.8345919610231425,0.8124238733252132
100,1,10,high-degree,True,0.05,0.035002035002035005,2457,86,8348,2032,0.2434115955917585,0.8698224852071006,0.08551483420593368,0.15572033898305085,88,169,0.388411843152823,3228,2.1673575129533678,1916,2.8316962146621947,0.813847628174413
200,3,10,cluster,True,0.05,0.017882054533925173,7885,141,22727,8533,0.37545650547806575,0.8940397350993378,0.019089366515837106,0.03738058978263879,100,151,0.37733343362259014,7976,2.3794539565016195,7036,2.624499493993928,0.8467901614819378
200,3,10,high-degree,False,0.0,0.029568788501026694,2435,72,14109,0,0.0,0.9714285714285714,0.004807692307692308,0.009568031518221472,40,35,0.37591849004944305,7891,2.4119318181818183,5784,2.6384577220214047,0.9041746403005174
150,3,10,cluster,True,0.05,0.027127003699136867,4866,132,15019,4698,0.31280378187629004,0.8592592592592593,0.029456576942610464,0.056960471397004664,84,135,0.38757491267531485,5695,2.2799257655428393,4140,2.6889273586790066,0.8360077235501698
50,2,5,cluster,True,0.1,0.07963446475195822,766,61,3111,454,0.14593378334940535,0.9047619047619048,0.13701923076923078,0.23799582463465557,34,63,0.4286051407858032,1197,1.7755856966707768,493,3.0051430408228867,0.7521697203471552
200,1,10,high-degree,True,0.1,0.017426100425971345,7747,135,22322,8309,0.37223367081802705,0.9391304347826087,0.015271493212669683,0.03005426464449701,101,115,0.37115853111938324,7795,2.3590974555928947,6975,2.631663829405967,0.8510438132783801
