N,Hmax,obs_count,placement,cover_enabled,poison_rate,accuracy,total_guesses,correct_guesses,total_messages,dummy_messages,dummy_fraction,graph_precision,graph_recall,graph_f1,estimated_nodes,estimated_edges,avg_confidence,total_replies,avg_reply_delay,conversation_threads,avg_path_length,path_diversity,seed
50,1,10,high-degree,True,0.1,0.06778770362585392,1903,129,4926,2186,0.4437677628907836,0.810126582278481,0.3076923076923077,0.44599303135888496,50,158,0.4541119941642509,1172,1.7635220125786164,491,2.959196102314251,0.6532683719041819,20
400,3,5,random,True,0.1,0.009430510954839235,24601,232,64547,35087,0.5435883929539715,0.9183673469387755,0.0015783381852618288,0.0031512605042016803,52,49,0.3569152574925555,17120,2.5468417317246272,25029,2.5802128681425938,0.8659581390304739,20
50,3,5,cluster,True,0.05,0.06934306569343066,822,57,3215,466,0.14494556765163297,0.8028169014084507,0.13701923076923078,0.23408624229979466,41,71,0.424883101749156,1181,1.8790931989924433,487,2.979160186625194,0.7340590979782271,20
200,1,5,cluster,True,0.05,0.018674852903555896,7818,146,22374,8355,0.3734245105926522,0.9253731343283582,0.008766968325791855,0.017369379464911055,58,67,0.37467669506733603,7877,2.454224523417275,6982,2.619692500223474,0.8474121748458031,20
50,3,10,high-degree,False,0.0,0.09641255605381166,446,43,2761,0,0.0,0.9081632653061225,0.21394230769230768,0.3463035019455252,49,98,0.41357704868910955,1193,1.7834158415841583,481,2.9739224918507787,0.7627671133647229,20
150,1,5,cluster,True,0.05,0.024628536535721553,4913,121,14963,4830,0.32279623070239927,0.8939393939393939,0.014982224479431183,0.02947052947052947,60,66,0.38626147519509224,5529,2.311470113085622,4133,2.6875626545478846,0.8329880371583238,20
200,1,5,random,True,0.1,0.018553818782564492,7869,146,22507,8473,0.376460656684587,0.8904109589041096,0.009191176470588236,0.01819454163750875,61,73,0.37162483025105253,7892,2.4388758782201405,7008,2.614697649620118,0.8380948149464611,20
150,1,10,random,True,0.1,0.021853500607041682,4942,108,14960,4820,0.32219251336898397,0.8538461538461538,0.0281868969019807,0.05457227138643068,93,130,0.3886335861360798,5536,2.300064391500322,4152,2.682553475935829,0.8356283422459893,20
200,3,5,cluster,True,0.1,0.015850515463917525,7760,123,22337,8298,0.37149124770560055,0.845360824742268,0.01159502262443439,0.022876272841400477,73,97,0.36313131274160365,7897,2.3938612933458296,7029,2.624345256748892,0.8466221963558221,20
100,2,10,cluster,True,0.1,0.04066615027110767,2582,105,8471,2213,0.26124424507142013,0.8771929824561403,0.08726003490401396,0.15873015873015872,72,171,0.38792018203670176,3254,2.1785350966429298,1897,2.8267028686105538,0.806870499350726,20
300,2,10,high-degree,False,0.0,0.023249599144842332,3742,87,21564,0,0.0,1.0,0.0018704408005486626,0.0037338975667434186,38,30,0.3381996936938068,12551,2.504846655013507,10521,2.602902986458913,0.9280281951400482,20
300,3,5,high-degree,True,0.1,0.011559573781078462,15485,179,42014,20178,0.4802684819345932,0.8771929824561403,0.003117401334247771,0.006212723658051689,56,57,0.3654265526676563,12823,2.522063298843579,14897,2.58292473937259,0.8569524444232874,20
100,1,10,high-degree,True,0.1,0.03793929712460064,2504,95,8293,2048,0.24695526347522007,0.8674698795180723,0.08376963350785341,0.15278514588859418,80,166,0.3915240165260684,3241,2.1856995884773665,1928,2.8379356083443867,0.8159893886410226,20
300,2,10,cluster,True,0.05,0.011910245443179574,15197,181,40971,19080,0.4656952478582412,0.9140625,0.007294719122139784,0.014473928372610873,102,128,0.3755019663443473,12878,2.5015128593040847,14742,2.5843401430279953,0.861902321153987,20
100,3,10,cluster,False,0.0,0.05215004574565416,1093,57,6261,0,0.0,0.9620253164556962,0.04421175101803374,0.08453837597330367,58,79,0.40056728982525935,3257,2.1687054026503567,1791,2.846350423255071,0.8455518287813448,20
150,2,5,random,True,0.05,0.02368421052631579,4940,117,14947,4819,0.3224058339466114,0.953125,0.015490096495683088,0.030484757621189407,59,64,0.385537867849644,5524,2.324612403100775,4129,2.672041212283401,0.8317388104636382,20
75,1,5,random,True,0.1,0.04788909892879647,1587,76,5734,1169,0.2038716428322288,0.8426966292134831,0.07836990595611286,0.14340344168260039,59,89,0.41135316155680207,2184,2.0626801152737753,1103,2.9363446110917337,0.7912452040460412,20
100,1,10,high-degree,True,0.05,0.03821656050955414,2512,96,8385,2056,0.24519976147883124,0.8662790697674418,0.0866783013379872,0.15758857747223692,86,172,0.3972760627884393,3325,2.1910167818361304,1901,2.8443649373881934,0.815742397137746,20
100,1,5,random,True,0.1,0.03613006824568447,2491,90,8269,2013,0.24343935179586407,0.8333333333333334,0.04072134962187318,0.07764836383804771,66,84,0.38866088562358153,3252,2.2141772151898733,1888,2.839279235699601,0.816785584713992,20
75,3,5,random,True,0.05,0.04983164983164983,1485,74,5627,1034,0.18375688644037674,0.8554216867469879,0.0741901776384535,0.13653846153846153,60,83,0.40397514949659913,2212,1.924822695035461,1101,2.92909187844322,0.7936733605829038,20
150,1,10,high-degree,True,0.1,0.02286180853235354,4899,112,15035,4840,0.321915530428999,0.8581081081081081,0.03224987303199594,0.062163485070974064,99,148,0.3832122016701265,5591,2.3099265879348865,4147,2.6818756235450616,0.8343864316594612,20
100,1,10,random,False,0.0,0.05519779208831647,1087,60,6247,0,0.0,0.8961038961038961,0.04013961605584642,0.07683741648106904,57,77,0.40134644114468465,3243,2.1244877049180326,1797,2.845685929246038,0.8546502321114134,20
300,3,5,cluster,True,0.1,0.012498355479542166,15202,190,41088,19258,0.46870132398753894,0.8771929824561403,0.003117401334247771,0.006212723658051689,49,57,0.3594778747650549,12817,2.5202980082104305,14733,2.583235981308411,0.8613950545171339,20
200,3,10,cluster,False,0.0,0.03663613655287261,2402,88,14037,0,0.0,0.9772727272727273,0.006080316742081448,0.012085441259134345,46,44,0.36867403125279735,7895,2.4322642412637627,5782,2.640378998361473,0.9051079290446676,20
200,2,10,cluster,True,0.05,0.018595300917200654,7959,148,22749,8612,0.3785660908171788,0.9076923076923077,0.01668552036199095,0.032768675367953345,79,130,0.36930432363597543,7995,2.3791915480018373,7076,2.6272803200140666,0.8512901666007296,20
400,1,10,cluster,False,0.0,0.0161959312660478,5063,82,29512,0,0.0,1.0,0.0010872996387359265,0.0021722374045266626,38,31,0.33793246707473024,17172,2.578211959739491,15562,2.6010097587422067,0.9386351314719437,20
50,2,5,cluster,True,0.1,0.060836501901140684,789,48,3194,453,0.14182842830306824,0.835820895522388,0.1346153846153846,0.2318840579710145,39,67,0.4263826840341585,1173,1.7859824780976221,485,2.971509079524108,0.7351283656856606,20
75,3,5,cluster,True,0.05,0.051147540983606556,1525,78,5704,1137,0.19933380084151472,0.7777777777777778,0.06583072100313479,0.12138728323699421,44,81,0.3987223302759054,2186,1.987133666904932,1105,2.9225105189340814,0.7868162692847125,20
300,1,10,random,False,0.0,0.018796992481203006,3724,70,21541,0,0.0,0.9285714285714286,0.001621048693808841,0.0032364473766104437,35,28,0.34540562573132744,12528,2.49456778460085,10410,2.60419664825217,0.9264193862866162,20
300,1,10,random,True,0.1,0.012984431931103014,15095,196,40476,18850,0.46570807392034785,0.8739495798319328,0.006484194775235364,0.012872880306968686,106,119,0.3734356518137078,12613,2.4786551993745114,14763,2.5853839312185,0.8637464176302007,20
150,1,5,high-degree,True,0.1,0.02353663528448629,4886,115,14875,4740,0.31865546218487395,0.9016393442622951,0.013966480446927373,0.027506876719179795,55,61,0.37074850445641966,5531,2.268300548210255,4138,2.68127731092437,0.8338151260504202,20
400,2,10,random,True,0.05,0.00942093722082352,24626,232,65050,35499,0.5457186779400461,0.9224137931034483,0.0037529374627336817,0.007475460229852936,106,116,0.3632155060013841,17211,2.5461393596986817,25049,2.576664104534973,0.8606764027671022,20
100,3,10,high-degree,True,0.1,0.03346613545816733,2510,84,8346,2021,0.2421519290678169,0.8354430379746836,0.07678883071553229,0.14064997336174748,90,158,0.3938680577675386,3321,2.122754491017964,1919,2.8253055355859096,0.8085310328300982,20
150,3,10,cluster,False,0.0,0.036290322580645164,1736,63,10207,0,0.0,0.8913043478260869,0.010411376333164043,0.02058232931726908,46,46,0.39266889819345924,5603,2.2558437399935958,3636,2.6997158812579602,0.8865484471441167,20
300,2,5,random,True,0.05,0.010991869918699188,15375,169,41033,19319,0.4708161723490849,0.9468085106382979,0.005548974374961033,0.011033285811690323,80,94,0.38243679493523597,12701,2.5495550782448606,14733,2.5847976019301537,0.8590890259059781,20
100,3,5,high-degree,False,0.0,0.05130513051305131,1111,57,6310,0,0.0,0.9705882352941176,0.019197207678883072,0.037649743297204795,38,34,0.39536115266139943,3306,2.189568706118355,1807,2.8391442155309035,0.8475435816164818,20
75,3,10,high-degree,True,0.1,0.04423676012461059,1605,71,5744,1151,0.20038300835654596,0.8941176470588236,0.1588296760710554,0.26974267968056787,73,170,0.4095025029624579,2212,2.0549215406562054,1101,2.9336699164345403,0.7902158774373259,20
200,2,10,high-degree,True,0.1,0.02143394334419654,7978,171,22752,8667,0.38093354430379744,0.8951612903225806,0.015695701357466063,0.03085047248471373,104,124,0.3758684176099312,7943,2.4201307800093415,7031,2.6210882559774964,0.8471782700421941,20
200,1,10,random,False,0.0,0.026881720430107527,2418,65,14083,0,0.0,0.8857142857142857,0.004383484162895928,0.008723793443084283,41,35,0.36419641422129434,7941,2.3611433883337205,5740,2.63729319037137,0.9039267201590571,20
150,3,5,random,False,0.0,0.029226361031518624,1745,51,10248,0,0.0,0.9259259259259259,0.0063484002031488065,0.012610340479192938,29,27,0.39080607960754754,5644,2.2639451542536615,3627,2.702673692427791,0.8884660421545667,20
150,2,10,high-degree,True,0.05,0.02307850813929528,4853,112,14782,4654,0.3148423758625355,0.8903225806451613,0.03504316912138141,0.06743220131932567,101,155,0.3849382183076567,5524,2.2911392405063293,4119,2.687322419158436,0.8368285752942768,20
150,1,10,high-degree,False,0.0,0.030796048808832074,1721,53,10193,0,0.0,0.94,0.011934992381919756,0.02357071213640923,48,50,0.40054722261850356,5589,2.193672099712368,3682,2.70469930344354,0.8875699009123909,20
75,2,5,cluster,False,0.0,0.07170294494238157,781,56,4573,0,0.0,0.9302325581395349,0.04179728317659352,0.08,31,43,0.42307034521570364,2192,2.029850746268657,1066,2.9472993658429916,0.8206866389678548,20
300,2,10,random,True,0.05,0.011823436678928009,15224,180,40674,18973,0.4664650636770418,0.8450704225352113,0.0074817632021946506,0.014832210617390767,129,142,0.36951380114679366,12688,2.554207497277959,14799,2.583689826424743,0.8612381373850617,20
75,2,5,high-degree,False,0.0,0.05672823218997362,758,43,4559,0,0.0,0.9122807017543859,0.054336468129571575,0.10256410256410255,45,57,0.40858909537845595,2178,2.019047619047619,1091,2.957885501206405,0.8275937705637201,20
200,1,5,random,False,0.0,0.027545909849749584,2396,66,14018,0,0.0,0.9473684210526315,0.0025452488687782806,0.005076857989000141,21,19,0.3840928080288884,7876,2.3616123740332786,5725,2.6374661149950063,0.9067627336281924,20
50,1,5,cluster,True,0.1,0.07820646506777894,1918,150,4909,2173,0.4426563454878794,0.7901234567901234,0.15384615384615385,0.2575452716297787,44,81,0.4442877059968956,1168,1.8553299492385786,485,2.9476471786514566,0.6453452841719292,20
400,2,10,cluster,False,0.0,0.017173312277931306,5066,87,29411,0,0.0,0.9333333333333333,0.0004910385465259023,0.0009815606814835588,23,15,0.33663552515673456,17071,2.570335843193498,15532,2.596273503111081,0.9361123389208119,20
300,1,10,cluster,True,0.05,0.012566137566137565,15120,190,40528,18818,0.46432096328464273,0.898989898989899,0.005548974374961033,0.011029867393729086,79,99,0.36724006694411454,12697,2.485400896029662,14728,2.5835965258586655,0.8609849980260561,20
50,2,5,random,True,0.1,0.07098381070983811,803,57,3253,485,0.14909314478942515,0.8360655737704918,0.12259615384615384,0.21383647798742136,41,61,0.4289523198994805,1200,1.821561338289963,492,2.964340608668921,0.7331693821088227,20
200,2,10,random,True,0.1,0.0208846802438708,7709,161,22328,8260,0.36993908993192404,0.9274193548387096,0.01626131221719457,0.03196220122290161,107,124,0.3756136454796532,7926,2.386448598130841,7006,2.6151916875671803,0.8426191329272662,20
100,2,5,random,True,0.1,0.031683168316831684,2525,80,8321,2094,0.2516524456195169,0.9024390243902439,0.04304828388598022,0.08217656857301497,61,82,0.3981409786027135,3223,2.138501291989664,1906,2.8458118014661697,0.819012137964187,20
75,1,5,high-degree,True,0.1,0.04041720990873533,1534,62,5628,1089,0.19349680170575692,0.8902439024390244,0.07628004179728318,0.14051973051010588,57,82,0.39726198868251805,2158,2.029992684711046,1095,2.9243070362473347,0.7921108742004265,20
200,1,5,random,True,0.05,0.01608242241487624,7959,128,22960,8842,0.38510452961672476,0.85,0.009615384615384616,0.019015659955257273,77,80,0.37227771049464936,7976,2.4183983189353255,7068,2.6229094076655053,0.8463850174216028,20
50,2,10,cluster,True,0.05,0.0690505548705302,811,56,3239,475,0.146650200679222,0.8110236220472441,0.24759615384615385,0.3793738489871087,46,127,0.4274502053991556,1196,1.8508014796547472,492,2.956468045693115,0.7239888854584748,20
150,2,10,cluster,True,0.1,0.019604111153406927,5254,103,15640,5453,0.34865728900255755,0.8870056497175142,0.039867953275774505,0.07630619684082625,89,177,0.38384914966265804,5583,2.354766474728087,4192,2.6898337595907926,0.828772378516624,20
200,2,10,cluster,True,0.1,0.01983575489576753,7915,157,22620,8570,0.378868258178603,0.8357142857142857,0.016544117647058824,0.0324459234608985,93,140,0.37569695131761077,7908,2.394109396914446,7032,2.6206012378426173,0.8438107869142352,20
150,2,10,random,False,0.0,0.03810623556581986,1732,66,10200,0,0.0,0.9821428571428571,0.013966480446927373,0.027541311967951926,51,56,0.3951842929624558,5596,2.2715695638331743,3614,2.707254901960784,0.8897058823529411,20
150,1,5,random,True,0.05,0.026688564976390886,4871,130,14793,4629,0.31291827215574936,0.8392857142857143,0.011934992381919756,0.02353530295443165,54,56,0.38696470431075164,5560,2.3267994858611827,4132,2.6790373825457987,0.835530318393835,20
300,3,10,high-degree,True,0.05,0.011547049441786283,15675,181,42455,20687,0.48726887292427273,0.856,0.0066712388552902305,0.01323929720366246,115,125,0.3676857559226526,12755,2.496620583717358,15031,2.5849487692851256,0.856883759274526,20
150,2,5,high-degree,True,0.1,0.022203776717161238,4819,107,14781,4614,0.31215749949259186,0.9285714285714286,0.013204672422549517,0.02603905858788182,51,56,0.385935724566973,5563,2.255836264790534,4138,2.6828360733373926,0.8393884040322035,20
300,1,10,high-degree,True,0.1,0.011186867015290924,15107,169,40626,18887,0.46489932555506325,0.8728813559322034,0.0064218467485504084,0.012749891687813332,104,118,0.36560408007205913,12726,2.492964280191743,14678,2.5818441392211886,0.8595726874415399,20
200,3,5,cluster,True,0.05,0.018587840454369432,7747,144,22326,8167,0.3658066827913643,0.927536231884058,0.00904977375565611,0.017924660411707045,50,69,0.38127114890325137,8017,2.420407218880148,7031,2.615694705724268,0.8487861685926722,20
150,3,5,cluster,True,0.05,0.024483243026289386,4983,122,15068,4895,0.32486063180249536,0.9090909090909091,0.012696800406297613,0.02504382669671926,45,55,0.3685378038614795,5569,2.3160422670509124,4154,2.685558800106185,0.835280063711176,20
150,2,10,random,True,0.1,0.02141157811260904,5044,108,15125,4930,0.3259504132231405,0.9111111111111111,0.031234128999492128,0.060397741222685986,90,135,0.3909463934401704,5591,2.251821349382325,4144,2.6801322314049587,0.8282314049586776,20
100,1,5,cluster,True,0.05,0.04370282081843464,2517,110,8285,2109,0.25455642727821365,0.8552631578947368,0.03781268179173938,0.0724233983286908,49,76,0.39238567078230396,3172,2.1871035940803383,1902,2.8383826191913095,0.812190706095353,20
75,1,10,high-degree,False,0.0,0.05952380952380952,756,45,4527,0,0.0,0.9204545454545454,0.08463949843260188,0.15502392344497606,56,88,0.4098370499225531,2146,1.9585454545454546,1055,2.9436713055003314,0.8290258449304175,20
75,3,10,random,True,0.1,0.05259781911481719,1559,82,5642,1133,0.20081531371853953,0.8,0.13793103448275862,0.2352941176470588,73,165,0.40054322452028984,2128,2.0358744394618835,1099,2.9065934065934065,0.7818149592343141,20
150,3,10,random,False,0.0,0.038636363636363635,1760,68,10219,0,0.0,0.9122807017543859,0.013204672422549517,0.026032540675844807,54,57,0.40200674607593545,5615,2.2608142493638677,3683,2.6984049319894314,0.887855954594383,20
300,2,10,high-degree,True,0.05,0.011602466352847576,15083,175,40693,18849,0.46320005897820266,0.8623853211009175,0.0058607145083858095,0.01164230864503344,99,109,0.36781399428695605,12831,2.520103959639199,14652,2.588209274322365,0.8630722728724842,20
400,2,5,high-degree,True,0.05,0.010109380178985748,24136,244,63222,33867,0.5356837809623233,0.9310344827586207,0.0009470029111570972,0.00189208128941836,30,29,0.3570319575860823,17015,2.554416497794731,24770,2.581522254911265,0.865790389421404,20
50,2,5,high-degree,True,0.1,0.07759699624530664,799,62,3213,455,0.14161220043572983,0.8133333333333334,0.1466346153846154,0.2484725050916497,45,75,0.42868336600836215,1190,1.7712177121771218,487,2.951447245564893,0.7370059134765017,20
150,2,5,random,True,0.1,0.020227560050568902,4746,96,14591,4380,0.30018504557604003,0.8904109589041096,0.016505840528186898,0.032410870107205184,68,73,0.3861785216129935,5607,2.3390749601275918,4100,2.6853539853334247,0.8375711054759784,20
100,3,5,random,False,0.0,0.036211699164345405,1077,39,6271,0,0.0,0.9772727272727273,0.02501454333915067,0.04878048780487805,39,44,0.37862586832730566,3267,2.1379310344827585,1799,2.839100621910381,0.8580768617445383,20
300,1,5,random,True,0.05,0.011653170057278294,15189,177,40957,19085,0.4659765119515589,0.8275862068965517,0.00299270528087786,0.005963844194570417,57,58,0.365212647814481,12859,2.5376036171816128,14773,2.585296774666113,0.8587543032936983,20
200,1,10,cluster,True,0.05,0.018752391886720246,7839,147,22614,8431,0.37282214557353854,0.8466666666666667,0.01795814479638009,0.035170312932705616,104,150,0.3779330898744833,8041,2.433432973097264,7035,2.6283718050765015,0.8493411161227559,20
50,2,10,high-degree,True,0.1,0.08020050125313283,798,64,3210,449,0.13987538940809968,0.8321167883211679,0.27403846153846156,0.4122965641952984,49,137,0.4300670099234705,1193,1.8978829389788294,491,2.971651090342679,0.7314641744548287,20
50,3,5,random,True,0.1,0.07598039215686274,816,62,3284,482,0.14677222898903775,0.8428571428571429,0.14182692307692307,0.24279835390946503,41,70,0.4309490539265346,1234,1.831764705882353,487,2.976857490864799,0.7326431181485993,20
150,3,10,high-degree,False,0.0,0.03650057937427578,1726,63,10180,0,0.0,0.9607843137254902,0.01244286439817166,0.024567560792178488,51,51,0.39524188158019713,5576,2.2559256886611148,3616,2.7026522593320235,0.8849705304518664,20
300,3,10,high-degree,True,0.1,0.01144661535425301,15201,174,41155,19281,0.4684971449398615,0.8854166666666666,0.005299582268221211,0.010536101642392314,90,96,0.3603098790840525,12861,2.5101765938341813,14831,2.585420969505528,0.8619122828331915,20
300,2,10,random,True,0.1,0.01279947489333771,15235,195,40964,19281,0.4706815740650327,0.8888888888888888,0.00598541056175572,0.011890753700377779,94,108,0.3703489810999378,12670,2.501077918078226,14716,2.5833170588809686,0.8606581388536276,20
200,2,5,random,True,0.1,0.019320539419087138,7712,149,22233,8267,0.37183466018980793,0.9142857142857143,0.00904977375565611,0.01792215065807897,65,70,0.36769289991186926,7824,2.377286766452839,6998,2.622363153870373,0.8461296271308415,20
200,1,10,high-degree,True,0.05,0.016036655211912942,7857,126,22401,8360,0.37319762510602206,0.9389312977099237,0.017392533936651584,0.034152436484797995,105,131,0.3778207456375346,7899,2.4078330206378986,7027,2.6266684523012365,0.8519708941565108,20
75,1,10,high-degree,True,0.1,0.05342465753424658,1460,78,5565,1051,0.18885893980233603,0.88,0.13793103448275862,0.23848238482384826,67,150,0.4064627392705837,2133,1.9895444361463779,1099,2.9236298292902068,0.7859838274932615,20
400,1,10,random,True,0.1,0.008834717166346272,24449,216,64315,34807,0.5411956775246832,0.9318181818181818,0.004314124373048999,0.008588485842963378,118,132,0.380097730436737,17168,2.5627715795654726,24946,2.580626603436212,0.8648060328072766,20
100,2,10,random,True,0.1,0.04055118110236221,2540,103,8357,2063,0.2468589206653105,0.8354430379746836,0.07678883071553229,0.14064997336174748,92,158,0.40037476292064644,3290,2.13917004048583,1906,2.833433050137609,0.8171592676797894,20
100,1,5,cluster,False,0.0,0.04411764705882353,1088,48,6266,0,0.0,0.9285714285714286,0.015125072716695753,0.02976531196336577,26,28,0.39927202870074,3262,2.207211782630777,1796,2.8426428343440793,0.8501436323013086,20
50,1,10,high-degree,False,0.0,0.07608695652173914,460,35,2734,0,0.0,0.8878504672897196,0.2283653846153846,0.3632887189292543,47,107,0.4245892884546553,1166,1.8518518518518519,480,2.9762253108997805,0.7589612289685442,20
200,1,5,high-degree,True,0.05,0.01562106324011086,7938,124,22607,8623,0.3814305303667006,0.9365079365079365,0.008342760180995475,0.016538192011212333,56,63,0.38198701400571283,7842,2.4474304573314476,7047,2.61595965851285,0.8484540186667846,20
100,1,5,random,True,0.05,0.03669354838709677,2480,91,8307,2056,0.24750210665703623,0.8536585365853658,0.04072134962187318,0.07773459189339256,62,82,0.38531107920923496,3247,2.1128702757916242,1897,2.833032382328157,0.8099193451306127,20
400,2,5,random,True,0.05,0.009761699684180305,24381,238,63555,34098,0.5365116827944301,0.9545454545454546,0.0014731156395777069,0.0029416914725967427,46,44,0.37136985698389396,17117,2.5668093200190203,24876,2.5786798835654157,0.8652348359688459,20
75,2,10,cluster,True,0.1,0.05436893203883495,1545,84,5690,1101,0.19349736379613358,0.8980891719745223,0.14733542319749215,0.25314183123877915,68,157,0.41913298785763603,2208,2.0121515368120084,1108,2.9402460456942006,0.7992970123022847,20
150,3,5,high-degree,True,0.1,0.027147487844408427,4936,134,14926,4764,0.31917459466702397,0.8493150684931506,0.01574403250380904,0.03091498379456495,65,73,0.3820707817679709,5558,2.3490083173384515,4143,2.690004019831167,0.8355219080798606,20
75,1,10,random,True,0.1,0.056921086675291076,1546,88,5658,1107,0.1956521739130435,0.8313253012048193,0.14420062695924765,0.24577025823686555,72,166,0.40623613921337537,2170,2.0114860014357503,1097,2.933545422410746,0.7887946270767056,20
400,3,10,cluster,True,0.1,0.009018158183369216,24617,222,64005,34541,0.5396609639871885,0.8888888888888888,0.0028059345515765843,0.005594209992657599,80,90,0.3662497612396094,17124,2.609327036599764,25052,2.581970158581361,0.8668385282399812,20
400,1,10,cluster,True,0.05,0.008814400993171942,24165,213,63479,33930,0.5345074749129634,0.9203539823008849,0.00364771491704956,0.0072666294019005035,90,113,0.373389456545149,17209,2.5730046948356806,24727,2.5798137966886685,0.8655145796247578,20
300,1,5,cluster,False,0.0,0.025066666666666668,3750,94,21643,0,0.0,0.9473684210526315,0.0011222644803291976,0.0022418732096151452,19,19,0.3432026427512736,12630,2.518360914105595,10451,2.599500993392783,0.9281522894238322,20
400,2,5,random,True,0.1,0.007831499113804048,24261,190,63453,34096,0.5373426000346714,0.9027777777777778,0.002279821823155975,0.004548157996011615,68,72,0.38478331016610556,17017,2.533717302615791,24816,2.5799252990402346,0.8678707074527603,20
50,2,10,cluster,False,0.0,0.09663865546218488,476,46,2767,0,0.0,0.8020833333333334,0.18509615384615385,0.30078125000000006,41,96,0.4158396426958386,1199,1.9042944785276075,486,2.9974701843151426,0.7708709794000723,20
300,1,5,random,False,0.0,0.02181431231710561,3759,82,21651,0,0.0,1.0,0.0004987842134796434,0.000997071103633078,13,8,0.3573407527152733,12638,2.5291063561988674,10497,2.604406262990162,0.9281788370052192,20
150,2,5,high-degree,True,0.05,0.024355300859598854,4886,119,14843,4735,0.31900559186148353,0.8524590163934426,0.013204672422549517,0.02600650162540635,53,61,0.3755121270209351,5504,2.293471234647705,4119,2.6817354982146466,0.8336589638213299,20
400,2,5,cluster,True,0.05,0.00893173322840842,25415,227,69112,39719,0.5747048269475634,0.9078947368421053,0.0024201185507348043,0.004827369083849302,68,76,0.3645254092997879,17053,2.539655996177735,25789,2.5771790716518117,0.8539182775784234,20
100,2,10,cluster,False,0.0,0.055503292568203196,1063,59,6203,0,0.0,0.9710144927536232,0.038976148923792905,0.0749440715883669,46,69,0.3993400598562086,3199,2.1327757449032934,1788,2.8292761566983717,0.8470095115266807,20
150,1,10,cluster,True,0.05,0.02782855982124721,4923,137,14899,4768,0.32002147795154035,0.8970588235294118,0.030980192991366177,0.059891998036327936,77,136,0.38318144567305423,5527,2.3099320608217404,4135,2.6869588562990803,0.8358279079132828,20
400,3,5,cluster,True,0.1,0.009078640657588026,24453,222,63980,34435,0.5382150672085027,0.8695652173913043,0.0014029672757882921,0.0028014147144307874,41,46,0.36403138460041184,17205,2.553771691653878,25005,2.5816348859018445,0.8676773991872461,20
75,3,10,random,True,0.05,0.05294506949040371,1511,80,5623,1110,0.19740352125200072,0.8409090909090909,0.11598746081504702,0.20385674931129477,68,132,0.41072879682786323,2132,1.9611069558713539,1093,2.9333096211986485,0.7897919260181397,20
400,1,5,random,False,0.0,0.0172311348781937,5049,87,29629,0,0.0,0.8823529411764706,0.0005261127284206095,0.0010515984296130118,21,17,0.3468601911475119,17289,2.5396341463414633,15564,2.598163960984171,0.9375274224577272,20
200,3,10,high-degree,True,0.05,0.018737800910865323,7685,144,22266,8244,0.370250606305578,0.952,0.016826923076923076,0.033069334444907596,98,125,0.37544202333476157,7880,2.3565583352817394,6987,2.6265157639450285,0.8477499326327136,20
200,2,10,high-degree,False,0.0,0.022812111157196183,2411,55,13909,0,0.0,1.0,0.005656108597285068,0.01124859392575928,45,40,0.36147824290540875,7767,2.410138248847926,5781,2.643396362067726,0.9063915450427781,20
400,3,10,high-degree,False,0.0,0.01770791882212495,5026,89,29452,0,0.0,1.0,0.0009470029111570972,0.0018922138902515942,36,27,0.3295372843097955,17112,2.577005988023952,15544,2.5983973923672417,0.9384082575037349,20
200,1,5,cluster,False,0.0,0.02309278350515464,2425,56,14044,0,0.0,0.9333333333333333,0.0019796380090497737,0.003950896006772965,19,15,0.33939575078715145,7902,2.3951057258256117,5777,2.6457561948162915,0.9042295642267161,20
300,1,5,high-degree,True,0.1,0.012719124818768947,15174,193,41062,19214,0.4679265500949783,0.896551724137931,0.003242097387617682,0.006460831210784618,58,58,0.3633390063525346,12835,2.4968764284625933,14817,2.5827529102333058,0.861940480249379,20
50,3,5,cluster,False,0.0,0.09719222462203024,463,45,2761,0,0.0,0.9387755102040817,0.11057692307692307,0.1978494623655914,29,49,0.4095630797068444,1193,1.7530864197530864,486,2.979355306048533,0.7653024266570083,20
400,1,5,cluster,False,0.0,0.01633215269578906,5082,83,29602,0,0.0,0.875,0.0004910385465259023,0.0009815262733550672,19,16,0.36741340468354866,17262,2.5651506202008267,15622,2.6029660158097427,0.9378420377001554,20
75,2,5,random,True,0.05,0.050195567144719684,1534,77,5705,1071,0.18773006134969325,0.8604651162790697,0.07732497387669801,0.14189837008628955,51,86,0.41424646844630514,2253,1.9972337482710927,1097,2.9284837861524977,0.7898334794040316,20
200,3,5,high-degree,True,0.05,0.015666794038975928,7851,123,22374,8316,0.37168141592920356,0.9454545454545454,0.007352941176470588,0.014592395117160095,58,55,0.37087269004343,7916,2.431947069943289,7029,2.621793152766604,0.8490211853043711,20
50,3,10,cluster,False,0.0,0.06753812636165578,459,31,2738,0,0.0,0.8604651162790697,0.1778846153846154,0.2948207171314741,43,86,0.42129988967031534,1170,1.792929292929293,486,2.9634769905040175,0.7626004382761139,20
100,2,5,high-degree,True,0.05,0.02857142857142857,2415,69,8175,1942,0.23755351681957187,0.946236559139785,0.051192553810354854,0.09713024282560707,63,93,0.39976273051887856,3229,2.1080246913580245,1904,2.8404892966360857,0.8157798165137614,20
50,3,5,cluster,True,0.1,0.06508135168961202,799,52,3205,456,0.1422776911076443,0.7611940298507462,0.12259615384615384,0.21118012422360247,40,67,0.4235950522056315,1181,1.814214463840399,487,2.9510140405616223,0.7257410296411857,20
