N,Hmax,obs_count,placement,cover_enabled,accuracy,graph_f1,graph_precision,graph_recall,dummy_fraction,avg_path_length,path_diversity,total_replies,conversation_threads
75,1,5,cluster,True,0.048,0.135,0.843,0.073,0.189,2.92,0.786,2209,1096
75,3,5,high-degree,True,0.048,0.151,0.888,0.083,0.201,2.933,0.79,2202,1108
75,1,5,random,True,0.049,0.14,0.859,0.076,0.199,2.936,0.793,2149,1108
75,2,5,high-degree,True,0.049,0.137,0.899,0.074,0.194,2.924,0.787,2147,1090
75,3,5,random,True,0.05,0.137,0.855,0.074,0.184,2.929,0.794,2212,1101
75,2,5,random,True,0.05,0.142,0.86,0.077,0.188,2.928,0.79,2253,1097
75,1,5,high-degree,True,0.05,0.155,0.89,0.085,0.197,2.93,0.782,2180,1086
75,2,5,high-degree,True,0.05,0.144,0.893,0.078,0.198,2.921,0.787,2181,1096
75,2,10,high-degree,True,0.051,0.27,0.889,0.159,0.2,2.92,0.786,2199,1105
75,3,5,cluster,True,0.051,0.121,0.778,0.066,0.199,2.923,0.787,2186,1105
75,2,10,cluster,True,0.051,0.254,0.871,0.148,0.196,2.917,0.784,2204,1105
75,3,10,random,True,0.053,0.235,0.8,0.138,0.201,2.907,0.782,2128,1099
75,1,10,high-degree,True,0.053,0.238,0.88,0.138,0.189,2.924,0.786,2133,1099
75,3,10,random,True,0.053,0.204,0.841,0.116,0.197,2.933,0.79,2132,1093
75,2,10,cluster,True,0.054,0.253,0.898,0.147,0.193,2.94,0.799,2208,1108
75,3,5,cluster,True,0.054,0.118,0.813,0.064,0.186,2.944,0.796,2169,1088
75,2,5,cluster,True,0.054,0.124,0.853,0.067,0.196,2.923,0.79,2098,1098
75,1,10,high-degree,True,0.054,0.256,0.867,0.15,0.202,2.941,0.796,2160,1106
75,2,5,random,True,0.054,0.131,0.829,0.071,0.194,2.926,0.788,2161,1096
75,3,5,random,True,0.054,0.139,0.802,0.076,0.194,2.93,0.78,2190,1099
75,1,10,cluster,True,0.055,0.226,0.839,0.131,0.197,2.929,0.784,2174,1096
75,3,10,cluster,True,0.056,0.251,0.875,0.146,0.19,2.934,0.796,2192,1107
75,3,10,high-degree,True,0.056,0.244,0.872,0.142,0.191,2.931,0.791,2153,1093
75,2,5,high-degree,False,0.057,0.103,0.912,0.054,0.0,2.958,0.828,2178,1091
75,1,10,random,True,0.057,0.246,0.831,0.144,0.196,2.934,0.789,2170,1097
75,3,5,high-degree,False,0.057,0.103,0.929,0.054,0.0,2.934,0.82,2179,1075
75,1,10,cluster,True,0.058,0.228,0.851,0.132,0.195,2.911,0.782,2208,1100
75,2,10,random,True,0.058,0.247,0.857,0.144,0.191,2.94,0.793,2158,1088
75,1,5,high-degree,False,0.059,0.093,0.94,0.049,0.0,2.931,0.822,2167,1062
75,3,10,cluster,True,0.059,0.233,0.86,0.135,0.192,2.923,0.785,2141,1096
75,1,10,high-degree,False,0.06,0.155,0.92,0.085,0.0,2.944,0.829,2146,1055
75,2,10,cluster,False,0.06,0.153,0.899,0.084,0.0,2.951,0.821,2226,1067
75,1,10,random,True,0.06,0.248,0.89,0.144,0.191,2.924,0.788,2184,1096
75,2,5,random,False,0.06,0.088,0.957,0.046,0.0,2.928,0.816,2202,1072
75,1,5,random,False,0.061,0.087,0.88,0.046,0.0,2.949,0.824,2177,1063
75,1,5,cluster,True,0.061,0.141,0.813,0.077,0.19,2.936,0.788,2235,1102
75,1,5,cluster,False,0.065,0.09,0.938,0.047,0.0,2.946,0.83,2126,1065
75,3,5,cluster,False,0.068,0.095,0.923,0.05,0.0,2.946,0.828,2186,1070
75,3,10,high-degree,False,0.069,0.181,0.941,0.1,0.0,2.939,0.818,2176,1054
75,2,10,random,False,0.069,0.16,0.913,0.088,0.0,2.945,0.83,2211,1073
75,3,10,random,False,0.07,0.154,0.952,0.084,0.0,2.938,0.825,2151,1060
75,2,5,cluster,False,0.072,0.08,0.93,0.042,0.0,2.947,0.821,2192,1066
75,1,10,random,False,0.072,0.169,0.908,0.093,0.0,2.948,0.821,2222,1068
75,3,10,cluster,False,0.073,0.171,0.938,0.094,0.0,2.937,0.825,2171,1075
75,3,5,random,False,0.086,0.091,0.939,0.048,0.0,2.947,0.818,2158,1076
75,1,10,cluster,False,0.088,0.171,0.85,0.095,0.0,2.939,0.82,2205,1074
100,3,5,random,True,0.028,0.072,0.833,0.038,0.253,2.837,0.813,3285,1910
100,1,5,high-degree,True,0.028,0.076,0.883,0.04,0.245,2.827,0.811,3161,1906
100,2,5,high-degree,True,0.029,0.097,0.946,0.051,0.238,2.84,0.816,3229,1904
100,2,5,high-degree,True,0.029,0.089,0.909,0.047,0.245,2.835,0.812,3206,1914
100,1,5,cluster,True,0.029,0.079,0.845,0.041,0.242,2.832,0.81,3325,1926
100,2,5,cluster,True,0.03,0.14,0.781,0.077,0.587,2.821,0.697,3254,1953
100,3,5,high-degree,True,0.03,0.093,0.903,0.049,0.24,2.836,0.815,3276,1923
100,1,5,high-degree,True,0.031,0.097,0.926,0.051,0.244,2.837,0.816,3258,1909
100,2,5,random,True,0.032,0.082,0.902,0.043,0.252,2.846,0.819,3223,1906
100,1,10,cluster,True,0.032,0.151,0.91,0.083,0.24,2.837,0.818,3255,1907
100,2,5,cluster,True,0.032,0.077,0.896,0.04,0.242,2.825,0.804,3208,1895
100,3,5,cluster,True,0.033,0.068,0.871,0.035,0.242,2.833,0.813,3227,1894
100,3,10,high-degree,True,0.033,0.141,0.835,0.077,0.242,2.825,0.809,3321,1919
100,2,10,high-degree,True,0.034,0.146,0.895,0.08,0.254,2.827,0.811,3236,1921
100,1,10,random,True,0.035,0.128,0.888,0.069,0.255,2.83,0.806,3232,1911
100,2,10,high-degree,True,0.035,0.148,0.874,0.081,0.241,2.846,0.819,3267,1909
100,3,10,high-degree,True,0.036,0.143,0.899,0.078,0.247,2.827,0.813,3170,1898
100,1,5,random,True,0.036,0.078,0.833,0.041,0.243,2.839,0.817,3252,1888
100,3,5,random,False,0.036,0.049,0.977,0.025,0.0,2.839,0.858,3267,1799
100,1,10,cluster,True,0.036,0.144,0.912,0.078,0.242,2.82,0.811,3215,1910
100,3,10,random,True,0.036,0.15,0.844,0.082,0.253,2.831,0.815,3247,1924
100,1,5,random,True,0.037,0.078,0.854,0.041,0.248,2.833,0.81,3247,1897
100,2,5,random,True,0.038,0.065,0.866,0.034,0.245,2.838,0.814,3229,1909
100,1,10,random,True,0.038,0.142,0.917,0.077,0.242,2.837,0.818,3253,1905
100,1,10,high-degree,True,0.038,0.153,0.867,0.084,0.247,2.838,0.816,3241,1928
100,1,10,high-degree,True,0.038,0.158,0.866,0.087,0.245,2.844,0.816,3325,1901
100,3,10,random,True,0.039,0.137,0.871,0.074,0.245,2.831,0.811,3235,1903
100,3,5,random,True,0.039,0.069,0.861,0.036,0.248,2.835,0.812,3239,1901
100,3,10,cluster,True,0.039,0.132,0.879,0.072,0.251,2.834,0.812,3201,1917
100,2,10,cluster,True,0.04,0.151,0.882,0.083,0.251,2.839,0.811,3277,1918
100,3,5,high-degree,True,0.04,0.099,0.928,0.052,0.258,2.828,0.808,3232,1910
100,2,10,cluster,True,0.041,0.159,0.877,0.087,0.261,2.827,0.807,3254,1897
100,2,10,random,True,0.041,0.141,0.835,0.077,0.247,2.833,0.817,3290,1906
100,3,10,cluster,True,0.041,0.159,0.877,0.087,0.239,2.836,0.814,3214,1901
100,2,10,random,True,0.041,0.144,0.9,0.079,0.244,2.832,0.811,3299,1904
100,3,5,cluster,True,0.044,0.08,0.878,0.042,0.254,2.839,0.814,3228,1905
100,1,5,cluster,True,0.044,0.072,0.855,0.038,0.255,2.838,0.812,3172,1902
100,1,5,cluster,False,0.044,0.03,0.929,0.015,0.0,2.843,0.85,3262,1796
100,2,5,random,False,0.044,0.033,0.935,0.017,0.0,2.84,0.858,3264,1803
100,3,10,high-degree,False,0.044,0.081,0.961,0.042,0.0,2.848,0.854,3304,1821
100,1,5,random,False,0.046,0.041,0.947,0.021,0.0,2.835,0.856,3267,1813
100,1,10,cluster,False,0.048,0.079,0.922,0.041,0.0,2.842,0.855,3302,1819
100,2,10,high-degree,False,0.048,0.081,0.961,0.042,0.0,2.844,0.856,3185,1780
100,3,10,random,False,0.048,0.067,0.938,0.035,0.0,2.84,0.852,3215,1766
100,1,5,high-degree,False,0.049,0.043,1.0,0.022,0.0,2.843,0.855,3269,1811
100,2,5,cluster,False,0.049,0.045,0.909,0.023,0.0,2.837,0.847,3271,1789
100,3,5,high-degree,False,0.051,0.038,0.971,0.019,0.0,2.839,0.848,3306,1807
100,3,10,cluster,False,0.052,0.085,0.962,0.044,0.0,2.846,0.846,3257,1791
100,1,10,high-degree,False,0.053,0.071,0.955,0.037,0.0,2.838,0.857,3269,1803
100,1,10,random,False,0.055,0.077,0.896,0.04,0.0,2.846,0.855,3243,1797
100,3,5,cluster,False,0.055,0.04,0.897,0.02,0.0,2.831,0.851,3249,1787
100,2,5,high-degree,False,0.056,0.048,0.955,0.024,0.0,2.855,0.857,3292,1827
100,2,10,cluster,False,0.056,0.075,0.971,0.039,0.0,2.829,0.847,3199,1788
100,2,10,random,False,0.059,0.072,0.928,0.037,0.0,2.846,0.851,3264,1801
150,2,10,high-degree,True,0.018,0.184,0.844,0.103,0.667,2.672,0.702,5594,4375
150,2,10,cluster,True,0.02,0.076,0.887,0.04,0.349,2.69,0.829,5583,4192
150,2,5,random,True,0.02,0.032,0.89,0.017,0.3,2.685,0.838,5607,4100
150,1,10,cluster,True,0.02,0.129,0.843,0.07,0.515,2.677,0.771,5612,4355
150,1,10,high-degree,True,0.021,0.062,0.907,0.032,0.318,2.686,0.839,5622,4169
150,2,10,random,True,0.021,0.06,0.911,0.031,0.326,2.68,0.828,5591,4144
150,3,10,cluster,True,0.021,0.054,0.88,0.028,0.314,2.687,0.836,5590,4142
150,3,10,random,True,0.022,0.064,0.845,0.033,0.324,2.689,0.834,5546,4145
150,1,10,random,True,0.022,0.055,0.854,0.028,0.322,2.683,0.836,5536,4152
150,2,5,high-degree,True,0.022,0.026,0.929,0.013,0.312,2.683,0.839,5563,4138
150,3,5,high-degree,True,0.022,0.034,0.958,0.018,0.316,2.683,0.835,5524,4142
150,1,5,high-degree,True,0.022,0.033,0.917,0.017,0.309,2.681,0.836,5595,4138
150,3,10,cluster,True,0.023,0.066,0.872,0.035,0.32,2.685,0.836,5648,4157
150,1,10,high-degree,True,0.023,0.062,0.858,0.032,0.322,2.682,0.834,5591,4147
150,2,10,high-degree,True,0.023,0.067,0.89,0.035,0.315,2.687,0.837,5524,4119
150,2,5,cluster,True,0.023,0.042,0.913,0.021,0.315,2.687,0.837,5567,4153
150,2,5,cluster,True,0.023,0.036,0.867,0.018,0.318,2.685,0.831,5648,4143
150,3,10,high-degree,True,0.024,0.064,0.916,0.033,0.317,2.678,0.829,5577,4131
150,3,5,cluster,True,0.024,0.038,0.874,0.019,0.316,2.68,0.832,5626,4100
150,2,5,random,True,0.024,0.03,0.953,0.015,0.322,2.672,0.832,5524,4129
150,1,5,high-degree,True,0.024,0.028,0.902,0.014,0.319,2.681,0.834,5531,4138
150,3,5,cluster,True,0.024,0.025,0.909,0.013,0.325,2.686,0.835,5569,4154
150,2,5,high-degree,True,0.024,0.026,0.852,0.013,0.319,2.682,0.834,5504,4119
150,3,5,cluster,False,0.025,0.008,0.789,0.004,0.0,2.702,0.886,5533,3659
150,1,5,cluster,True,0.025,0.029,0.894,0.015,0.323,2.688,0.833,5529,4133
150,3,5,random,True,0.025,0.027,0.885,0.014,0.321,2.69,0.837,5522,4148
150,3,5,random,True,0.026,0.035,0.909,0.018,0.318,2.688,0.832,5582,4145
150,3,10,high-degree,True,0.026,0.066,0.882,0.034,0.322,2.679,0.831,5587,4145
150,1,10,random,True,0.026,0.073,0.92,0.038,0.322,2.679,0.831,5590,4138
150,1,5,cluster,True,0.026,0.023,0.849,0.011,0.318,2.681,0.831,5599,4150
150,1,5,random,True,0.027,0.024,0.839,0.012,0.313,2.679,0.836,5560,4132
150,3,5,high-degree,True,0.027,0.031,0.849,0.016,0.319,2.69,0.836,5558,4143
150,2,10,random,True,0.027,0.06,0.86,0.031,0.318,2.687,0.834,5595,4142
150,3,10,random,True,0.027,0.062,0.894,0.032,0.322,2.685,0.833,5454,4149
150,1,5,random,True,0.028,0.029,0.855,0.015,0.312,2.687,0.84,5546,4116
150,1,10,cluster,True,0.028,0.06,0.897,0.031,0.32,2.687,0.836,5527,4135
150,2,10,cluster,True,0.029,0.059,0.902,0.03,0.31,2.685,0.839,5525,4096
150,3,5,random,False,0.029,0.013,0.926,0.006,0.0,2.703,0.888,5644,3627
150,1,10,random,False,0.029,0.026,0.945,0.013,0.0,2.708,0.887,5575,3651
150,1,5,high-degree,False,0.03,0.011,0.955,0.005,0.0,2.701,0.885,5634,3677
150,1,10,high-degree,False,0.031,0.024,0.94,0.012,0.0,2.705,0.888,5589,3682
150,2,10,cluster,False,0.032,0.025,1.0,0.013,0.0,2.699,0.889,5529,3632
150,1,5,cluster,False,0.032,0.013,0.963,0.007,0.0,2.703,0.885,5621,3684
150,2,10,high-degree,False,0.033,0.029,0.983,0.014,0.0,2.704,0.886,5563,3656
150,2,5,high-degree,False,0.033,0.014,1.0,0.007,0.0,2.7,0.887,5590,3642
150,2,5,cluster,False,0.034,0.01,0.952,0.005,0.0,2.701,0.882,5587,3647
150,2,5,random,False,0.034,0.01,0.909,0.005,0.0,2.703,0.883,5577,3655
150,3,10,cluster,False,0.036,0.021,0.891,0.01,0.0,2.7,0.887,5603,3636
150,3,5,high-degree,False,0.036,0.012,0.96,0.006,0.0,2.703,0.884,5569,3659
150,3,10,high-degree,False,0.037,0.025,0.961,0.012,0.0,2.703,0.885,5576,3616
150,2,10,random,False,0.038,0.028,0.982,0.014,0.0,2.707,0.89,5596,3614
150,1,5,random,False,0.038,0.013,0.897,0.007,0.0,2.703,0.884,5521,3644
150,3,10,random,False,0.039,0.026,0.912,0.013,0.0,2.698,0.888,5615,3683
150,1,10,cluster,False,0.04,0.023,0.979,0.012,0.0,2.706,0.888,5632,3610
200,3,10,cluster,True,0.015,0.027,0.889,0.014,0.384,2.623,0.841,8062,7060
200,3,10,random,True,0.016,0.043,0.917,0.022,0.38,2.617,0.843,7900,7039
200,2,5,random,True,0.016,0.019,0.918,0.009,0.376,2.624,0.846,7837,7005
200,3,5,cluster,True,0.016,0.023,0.845,0.012,0.371,2.624,0.847,7897,7029
200,1,5,random,True,0.016,0.019,0.85,0.01,0.385,2.623,0.846,7976,7068
200,1,10,high-degree,True,0.016,0.034,0.939,0.017,0.373,2.627,0.852,7899,7027
200,1,5,high-degree,True,0.016,0.017,0.937,0.008,0.381,2.616,0.848,7842,7047
200,3,5,high-degree,True,0.016,0.015,0.945,0.007,0.372,2.622,0.849,7916,7029
200,2,5,cluster,True,0.016,0.014,0.942,0.007,0.372,2.624,0.849,7939,7002
200,2,5,high-degree,True,0.016,0.019,0.958,0.01,0.371,2.618,0.846,7853,7052
200,1,5,cluster,True,0.016,0.013,0.9,0.006,0.371,2.619,0.847,7905,6974
200,2,10,high-degree,True,0.017,0.024,0.956,0.012,0.366,2.618,0.849,7929,7059
200,1,10,high-degree,True,0.017,0.027,0.925,0.014,0.369,2.617,0.846,7963,7030
200,1,5,high-degree,True,0.017,0.019,0.896,0.01,0.371,2.625,0.846,7982,7013
200,2,5,high-degree,True,0.017,0.015,0.982,0.008,0.372,2.624,0.849,7922,7017
200,3,10,cluster,True,0.018,0.029,0.84,0.015,0.371,2.616,0.846,7909,7040
200,3,10,high-degree,True,0.018,0.036,0.949,0.018,0.382,2.624,0.847,7917,7008
200,1,10,cluster,True,0.018,0.032,0.842,0.017,0.367,2.624,0.849,7888,6983
200,3,10,random,True,0.018,0.038,0.938,0.019,0.372,2.616,0.849,7928,7066
200,2,10,random,True,0.018,0.027,0.842,0.014,0.372,2.622,0.847,7893,7035
200,3,5,random,True,0.019,0.024,0.926,0.012,0.376,2.62,0.848,7828,6970
200,1,5,cluster,True,0.019,0.017,0.925,0.009,0.373,2.62,0.847,7877,6982
200,1,5,random,True,0.019,0.018,0.89,0.009,0.376,2.615,0.838,7892,7008
200,2,10,cluster,True,0.019,0.033,0.908,0.017,0.379,2.627,0.851,7995,7076
200,3,5,cluster,True,0.019,0.018,0.928,0.009,0.366,2.616,0.849,8017,7031
200,1,10,cluster,True,0.019,0.035,0.847,0.018,0.373,2.628,0.849,8041,7035
200,2,5,random,True,0.019,0.018,0.914,0.009,0.372,2.622,0.846,7824,6998
200,3,10,high-degree,True,0.019,0.033,0.952,0.017,0.37,2.627,0.848,7880,6987
200,2,5,cluster,True,0.019,0.012,0.936,0.006,0.37,2.614,0.846,7762,6965
200,1,10,random,True,0.02,0.032,0.92,0.016,0.368,2.617,0.846,7939,7003
200,2,10,cluster,True,0.02,0.032,0.836,0.017,0.379,2.621,0.844,7908,7032
200,3,5,random,True,0.02,0.015,0.857,0.008,0.368,2.622,0.846,7835,6943
200,3,5,high-degree,True,0.02,0.014,0.907,0.007,0.371,2.621,0.848,7862,6974
200,2,10,high-degree,True,0.021,0.031,0.895,0.016,0.381,2.621,0.847,7943,7031
200,2,10,random,True,0.021,0.032,0.927,0.016,0.37,2.615,0.843,7926,7006
200,1,10,random,True,0.021,0.031,0.902,0.016,0.365,2.62,0.848,7760,6977
200,2,10,high-degree,False,0.023,0.011,1.0,0.006,0.0,2.643,0.906,7767,5781
200,1,5,cluster,False,0.023,0.004,0.933,0.002,0.0,2.646,0.904,7902,5777
200,2,5,high-degree,False,0.023,0.006,0.909,0.003,0.0,2.648,0.907,7791,5727
200,3,10,random,False,0.026,0.01,0.974,0.005,0.0,2.64,0.907,7848,5808
200,1,5,high-degree,False,0.026,0.006,0.955,0.003,0.0,2.645,0.903,7818,5710
200,2,5,cluster,False,0.026,0.006,1.0,0.003,0.0,2.644,0.901,7874,5768
200,1,10,random,False,0.027,0.009,0.886,0.004,0.0,2.637,0.904,7941,5740
200,3,5,random,False,0.027,0.003,1.0,0.002,0.0,2.639,0.906,7915,5710
200,3,5,high-degree,False,0.027,0.005,0.95,0.003,0.0,2.638,0.905,7875,5782
200,2,5,random,False,0.028,0.006,1.0,0.003,0.0,2.643,0.907,7863,5763
200,1,5,random,False,0.028,0.005,0.947,0.003,0.0,2.637,0.907,7876,5725
200,1,10,high-degree,False,0.029,0.012,1.0,0.006,0.0,2.642,0.905,7751,5752
200,1,10,cluster,False,0.03,0.01,0.875,0.005,0.0,2.645,0.902,7903,5768
200,2,10,random,False,0.032,0.012,0.915,0.006,0.0,2.635,0.906,7808,5762
200,3,10,high-degree,False,0.033,0.013,0.98,0.007,0.0,2.64,0.907,7841,5822
200,3,5,cluster,False,0.033,0.006,0.913,0.003,0.0,2.646,0.906,7881,5785
200,2,10,cluster,False,0.036,0.01,0.9,0.005,0.0,2.636,0.903,7828,5765
200,3,10,cluster,False,0.037,0.012,0.977,0.006,0.0,2.64,0.905,7895,5782
300,1,10,random,True,0.009,0.012,0.89,0.006,0.463,2.581,0.862,12663,14673
300,3,5,random,True,0.009,0.007,0.906,0.004,0.469,2.587,0.861,12819,14811
300,2,5,high-degree,True,0.01,0.005,0.974,0.002,0.469,2.583,0.86,12795,14785
300,2,5,cluster,True,0.01,0.005,0.786,0.003,0.47,2.582,0.858,12628,14714
300,2,5,random,True,0.01,0.011,0.909,0.006,0.475,2.586,0.859,12869,14807
300,3,10,random,True,0.01,0.016,0.904,0.008,0.467,2.585,0.861,12647,14677
300,2,10,high-degree,True,0.01,0.012,0.917,0.006,0.464,2.584,0.86,12758,14575
300,3,5,cluster,True,0.01,0.009,0.886,0.004,0.467,2.584,0.86,12695,14687
300,3,10,cluster,True,0.011,0.012,0.901,0.006,0.47,2.587,0.862,12830,14781
300,2,5,random,True,0.011,0.011,0.947,0.006,0.471,2.585,0.859,12701,14733
300,1,10,high-degree,True,0.011,0.013,0.873,0.006,0.465,2.582,0.86,12726,14678
300,3,10,high-degree,True,0.011,0.011,0.885,0.005,0.468,2.585,0.862,12861,14831
300,1,10,high-degree,True,0.011,0.01,0.825,0.005,0.476,2.584,0.86,12742,14881
300,3,5,random,True,0.011,0.008,0.944,0.004,0.47,2.589,0.865,12679,14746
300,1,5,cluster,True,0.011,0.008,0.918,0.004,0.484,2.583,0.855,12748,14879
300,3,5,high-degree,True,0.011,0.005,0.864,0.002,0.468,2.583,0.86,12642,14655
300,3,10,cluster,True,0.012,0.015,0.859,0.008,0.463,2.587,0.864,12723,14732
300,2,5,high-degree,True,0.012,0.005,0.8,0.002,0.467,2.585,0.86,12753,14703
300,2,5,cluster,True,0.012,0.006,0.881,0.003,0.465,2.586,0.862,12678,14670
300,3,5,high-degree,True,0.012,0.006,0.877,0.003,0.48,2.583,0.857,12823,14897
300,2,10,cluster,True,0.012,0.014,0.914,0.007,0.466,2.584,0.862,12878,14742
300,3,5,cluster,True,0.012,0.006,0.877,0.003,0.469,2.583,0.861,12817,14733
300,2,10,random,True,0.012,0.015,0.845,0.007,0.466,2.584,0.861,12688,14799
300,3,10,high-degree,True,0.012,0.013,0.856,0.007,0.487,2.585,0.857,12755,15031
300,2,10,high-degree,True,0.012,0.012,0.862,0.006,0.463,2.588,0.863,12831,14652
300,1,5,random,True,0.012,0.006,0.828,0.003,0.466,2.585,0.859,12859,14773
300,1,10,cluster,True,0.012,0.015,0.909,0.007,0.467,2.585,0.863,12718,14807
300,1,5,high-degree,True,0.012,0.007,0.898,0.003,0.47,2.585,0.86,12730,14624
300,1,5,random,True,0.012,0.007,0.983,0.004,0.472,2.581,0.86,12695,14774
300,1,5,cluster,True,0.012,0.006,0.86,0.003,0.467,2.583,0.86,12709,14727
300,3,10,random,True,0.012,0.01,0.883,0.005,0.469,2.584,0.86,12741,14763
300,1,10,random,True,0.013,0.013,0.874,0.006,0.466,2.585,0.864,12613,14763
300,1,10,cluster,True,0.013,0.011,0.899,0.006,0.464,2.584,0.861,12697,14728
300,2,10,random,True,0.013,0.012,0.889,0.006,0.471,2.583,0.861,12670,14716
