N,Hmax,obs_count,placement,cover_enabled,poison_rate,accuracy,total_guesses,correct_guesses,total_messages,dummy_messages,dummy_fraction,graph_precision,graph_recall,graph_f1,estimated_nodes,estimated_edges,avg_confidence,total_replies,avg_reply_delay,conversation_threads,avg_path_length,path_diversity
400,1,10,high-degree,True,0.1,0.0088208747025519,24374,215,63704,34300,0.5384277282431245,0.9285714285714286,0.00273578618778717,0.005455499213149152,80,84,0.3742746342686271,17064,2.5453788509575355,24891,2.579853698354891,0.8649535350998367
400,1,10,high-degree,False,0.0,0.019115890083632018,5022,96,29412,0,0.0,0.9047619047619048,0.0006664094559994388,0.001331837936352166,28,21,0.32938048163560535,17072,2.54778972520908,15580,2.6031211750305996,0.9382224942200462
400,2,5,random,False,0.0,0.013178913738019169,5008,66,29391,0,0.0,1.0,0.0005261127284206095,0.0010516721587323845,19,15,0.34289218508059194,17051,2.553938665063139,15656,2.5977340002041442,0.9374978734986901
50,2,10,high-degree,False,0.0,0.09777777777777778,450,44,2736,0,0.0,0.9175257731958762,0.21394230769230768,0.3469785575048733,47,97,0.42441024772694946,1168,1.7982233502538072,476,2.9791666666666665,0.7602339181286549
400,1,10,cluster,True,0.1,0.010387040929887474,24261,252,63322,33836,0.5343482517924261,0.9363636363636364,0.0036126407351548527,0.007197512316131511,83,110,0.3716517096064259,17146,2.572412973743614,24834,2.5812355895265466,0.8679289978206627
300,2,5,random,False,0.0,0.018878101402373247,3708,70,21651,0,0.0,0.9,0.0005611322401645988,0.0011215652065549254,15,10,0.3444849080694812,12638,2.527987421383648,10504,2.60477576093483,0.9295644542977229
200,3,10,cluster,True,0.05,0.015428289311281165,8102,125,23075,8871,0.38444203683640304,0.8888888888888888,0.013574660633484163,0.026740947075208917,83,108,0.3769040099924581,8062,2.3927347498286498,7060,2.6226218851570966,0.8407367280606717
300,3,10,cluster,True,0.1,0.012157852777039596,15052,183,40463,18727,0.4628178830042261,0.8591549295774648,0.007606459255564561,0.015079414127680614,98,142,0.37618906982590644,12723,2.4856617083269437,14732,2.5868571287348936,0.8638014976645331
300,2,5,high-degree,True,0.05,0.012364554942498171,15043,186,40858,19092,0.4672769102746096,0.8,0.002493921067398217,0.0049723413512337625,52,50,0.3554416408474399,12753,2.5086943258084196,14703,2.584781438151647,0.8604434871995692
75,2,10,random,False,0.0,0.06887755102040816,784,54,4592,0,0.0,0.9130434782608695,0.0877742946708464,0.1601525262154433,59,92,0.4010322204578166,2211,2.0298295454545454,1073,2.9446864111498257,0.8299216027874564
50,1,10,cluster,True,0.1,0.07439024390243902,820,61,3263,511,0.15660435182347532,0.7983193277310925,0.2283653846153846,0.3551401869158879,48,119,0.43424514133729775,1184,1.7970112079701122,489,2.9656757585044438,0.7235672693840024
75,2,10,random,True,0.1,0.047588424437299034,1555,74,5652,1099,0.19444444444444445,0.8518518518518519,0.14420062695924765,0.24664879356568364,70,162,0.4173278452917699,2172,2.0570592538405266,1102,2.93170559094126,0.7937013446567587
75,2,10,high-degree,True,0.1,0.05118362124120281,1563,80,5723,1143,0.19972042634981654,0.8888888888888888,0.1588296760710554,0.2695035460992908,71,171,0.4075567832149634,2199,2.011502516175413,1105,2.919972042634982,0.7859514240782807
150,3,5,random,True,0.1,0.02577319587628866,4850,125,14937,4751,0.318069224074446,0.9090909090909091,0.017775520568816656,0.0348692403486924,71,77,0.3844908226114266,5582,2.2895408163265305,4145,2.6880899779072105,0.8319609024569861
300,2,5,cluster,True,0.05,0.011918951132300357,15102,180,40565,18874,0.4652779489707876,0.8813559322033898,0.003242097387617682,0.006460429867064232,54,59,0.3622891683958322,12678,2.535185185185185,14670,2.586318254653026,0.8622457783803772
150,1,10,high-degree,True,0.05,0.021095334685598377,4930,104,14997,4771,0.3181302927252117,0.9071428571428571,0.03224987303199594,0.0622854340362923,94,140,0.3804077451134098,5622,2.2871099905452255,4169,2.685737147429486,0.8385010335400414
150,3,10,random,True,0.05,0.022035256410256412,4992,110,15014,4864,0.3239642999866791,0.8451612903225807,0.03326561706449974,0.06401172733935988,103,155,0.38470750388582103,5546,2.316060508529128,4145,2.6886239509790864,0.8336219528440123
150,2,5,cluster,False,0.0,0.03444316877152698,1742,60,10191,0,0.0,0.9523809523809523,0.005078720162519045,0.010103561505430663,24,21,0.4139802918376428,5587,2.2860338766379034,3647,2.700520066725542,0.8817584142871161
200,3,10,random,True,0.05,0.016047510740459944,7914,127,22650,8608,0.3800441501103753,0.9171597633136095,0.021917420814479636,0.04281176633061731,122,169,0.3810903245862427,7900,2.3776733254994125,7039,2.617130242825607,0.8428256070640177
100,2,10,high-degree,True,0.05,0.033690051525961155,2523,85,8364,2124,0.2539454806312769,0.8954248366013072,0.07969749854566609,0.14636752136752137,81,153,0.3975431007223982,3236,2.086888657648283,1921,2.8266379722620756,0.8113342898134863
100,1,10,cluster,False,0.0,0.04830053667262969,1118,54,6306,0,0.0,0.922077922077922,0.04130308318789994,0.07906458797327394,54,77,0.3942841222398992,3302,2.206808943089431,1819,2.8420551855375833,0.8545829368855059
100,2,5,high-degree,False,0.0,0.05648148148148148,1080,61,6296,0,0.0,0.9545454545454546,0.02443280977312391,0.0476460578559274,39,44,0.3853561632991585,3292,2.155837563451777,1827,2.855304955527319,0.8565756035578145
50,3,5,high-degree,False,0.0,0.0876068376068376,468,41,2764,0,0.0,0.8787878787878788,0.13942307692307693,0.24066390041493776,41,66,0.4125175317489278,1196,1.85679012345679,490,2.968523878437048,0.7604920405209841
75,1,10,cluster,False,0.0,0.08751608751608751,777,68,4586,0,0.0,0.8504672897196262,0.09508881922675026,0.17105263157894737,61,107,0.4024921514237538,2205,1.9383416017009214,1074,2.938508504143044,0.8203227213257741
100,2,10,high-degree,False,0.0,0.04806786050895382,1061,51,6189,0,0.0,0.9605263157894737,0.04246655031995346,0.08133704735376045,59,76,0.4013523400698326,3185,2.1563829787234043,1780,2.843755049280982,0.8560349006301503
100,1,10,random,True,0.05,0.035183737294761534,2558,90,8368,2132,0.25478011472275336,0.8880597014925373,0.06922629435718441,0.12844036697247707,77,134,0.39287936784801464,3232,2.0873586844809866,1911,2.8301864244741872,0.8056883365200764
400,3,10,high-degree,True,0.1,0.0090458843272891,24431,221,63982,34345,0.5367915976368354,0.9425287356321839,0.002876082915365999,0.00573466675991328,88,87,0.36964970629908167,17297,2.584332440926551,24852,2.5791941483542247,0.8647900972148417
200,3,5,random,True,0.1,0.018855740668991348,7743,146,22402,8432,0.3763949647352915,0.925531914893617,0.012302036199095022,0.024281328495674017,81,94,0.38030053371789574,7828,2.4143672692673643,6970,2.6202124810284797,0.8477814480849925
75,3,10,cluster,True,0.05,0.055916775032509754,1538,86,5643,1070,0.18961545277334751,0.875,0.14629049111807732,0.2506714413607878,65,160,0.41404907425112103,2192,2.0696338837042356,1107,2.933545986177565,0.7960304802410065
400,1,5,random,True,0.1,0.009302516187197771,24402,227,63586,34122,0.5366275595256818,0.859375,0.0019290800042089018,0.0038495188101487316,64,64,0.3592481091927034,17124,2.5472772570886226,24764,2.5786965684270124,0.8661340546661215
400,1,10,random,False,0.0,0.017334130304841603,5019,87,29459,0,0.0,1.0,0.00091192872926239,0.0018221957458737776,35,26,0.34582758259946844,17119,2.5654619435136428,15605,2.599613021487491,0.9384228928341084
75,2,10,high-degree,False,0.0,0.04780361757105943,774,37,4559,0,0.0,0.9439252336448598,0.10553814002089865,0.1898496240601504,60,107,0.4012668021752971,2178,2.0159074475777294,1072,2.94033779337574,0.825400307084887
75,3,5,high-degree,True,0.1,0.041666666666666664,1512,63,5538,1043,0.18833513903936439,0.9310344827586207,0.08463949843260188,0.15517241379310345,57,87,0.4069488985939462,2114,2.019534184823441,1091,2.9310220296135787,0.78602383531961
200,2,5,random,True,0.05,0.01621552604698672,7832,127,22416,8437,0.37638294075660245,0.9178082191780822,0.009473981900452488,0.018754373687893632,66,73,0.37397359440216493,7837,2.418285172903837,7005,2.6240185581727338,0.846047466095646
150,1,5,random,True,0.1,0.028488251195674778,4809,137,14762,4612,0.3124237908142528,0.855072463768116,0.014982224479431183,0.02944846518592463,61,69,0.38021109951870746,5546,2.306832694763729,4116,2.6870342771982116,0.8404010296707763
50,3,10,random,False,0.0,0.07575757575757576,462,35,2758,0,0.0,0.883495145631068,0.21875,0.3506743737957611,48,103,0.4156617136981953,1190,1.7546012269938651,477,2.97643219724438,0.752356780275562
400,3,10,cluster,True,0.05,0.008719745741993317,24542,214,64027,34494,0.5387414684430006,0.8898305084745762,0.003682789098944267,0.007335219532641726,99,118,0.3577852299398583,17193,2.5189068205913534,24941,2.57981788932794,0.8678213878519999
200,2,5,random,False,0.0,0.028465346534653466,2424,69,14005,0,0.0,1.0,0.002828054298642534,0.0056401579244218835,22,20,0.3438470789944788,7863,2.4481042654028435,5763,2.643413066761871,0.9068903962870404
150,3,10,high-degree,True,0.1,0.023625254582484725,4910,116,14899,4718,0.3166655480233573,0.916083916083916,0.03326561706449974,0.06419995099240382,100,143,0.3754723961041897,5577,2.2996470965672122,4131,2.6780992012886773,0.8287804550640983
75,1,5,cluster,False,0.0,0.06459948320413436,774,50,4507,0,0.0,0.9375,0.047021943573667714,0.08955223880597014,35,48,0.4122037656261223,2126,2.0,1065,2.946083869536277,0.8298202795651209
150,3,5,cluster,True,0.1,0.023775067190407277,4837,115,14950,4720,0.3157190635451505,0.8735632183908046,0.019299136617572373,0.03776397515527951,60,87,0.3769274263851417,5626,2.2470144563167818,4100,2.6795986622073578,0.8315050167224081
200,1,10,random,True,0.1,0.020023403978676375,7691,154,22273,8192,0.3677995779643515,0.92,0.01626131221719457,0.03195776017785189,96,125,0.38483731253879955,7939,2.344707520891365,7003,2.617339379517802,0.8460467831006151
150,3,10,cluster,True,0.05,0.022589753933037516,4958,112,15073,4821,0.31984342864725007,0.8717948717948718,0.03453529710512951,0.06643869076697607,91,156,0.3859236697320524,5648,2.2958990536277604,4157,2.685331387248723,0.8356000796125522
150,3,10,high-degree,True,0.05,0.025734549138804456,4935,127,15022,4831,0.3215949940087871,0.881578947368421,0.0340274250888776,0.06552567237163814,107,152,0.38931691058626017,5587,2.3262342691190705,4145,2.6788709892158167,0.8313806417254693
100,3,5,cluster,True,0.05,0.04412338930105428,2561,113,8350,2118,0.25365269461077844,0.8780487804878049,0.041884816753926704,0.07995558023320377,50,82,0.37950953088698025,3228,2.238269030239833,1905,2.838562874251497,0.8136526946107785
50,1,10,high-degree,True,0.1,0.06778770362585392,1903,129,4926,2186,0.4437677628907836,0.810126582278481,0.3076923076923077,0.44599303135888496,50,158,0.4541119941642509,1172,1.7635220125786164,491,2.959196102314251,0.6532683719041819
400,3,5,random,True,0.1,0.009430510954839235,24601,232,64547,35087,0.5435883929539715,0.9183673469387755,0.0015783381852618288,0.0031512605042016803,52,49,0.3569152574925555,17120,2.5468417317246272,25029,2.5802128681425938,0.8659581390304739
50,3,5,cluster,True,0.05,0.06934306569343066,822,57,3215,466,0.14494556765163297,0.8028169014084507,0.13701923076923078,0.23408624229979466,41,71,0.424883101749156,1181,1.8790931989924433,487,2.979160186625194,0.7340590979782271
200,1,5,cluster,True,0.05,0.018674852903555896,7818,146,22374,8355,0.3734245105926522,0.9253731343283582,0.008766968325791855,0.017369379464911055,58,67,0.37467669506733603,7877,2.454224523417275,6982,2.619692500223474,0.8474121748458031
50,3,10,high-degree,False,0.0,0.09641255605381166,446,43,2761,0,0.0,0.9081632653061225,0.21394230769230768,0.3463035019455252,49,98,0.41357704868910955,1193,1.7834158415841583,481,2.9739224918507787,0.7627671133647229
150,1,5,cluster,True,0.05,0.024628536535721553,4913,121,14963,4830,0.32279623070239927,0.8939393939393939,0.014982224479431183,0.02947052947052947,60,66,0.38626147519509224,5529,2.311470113085622,4133,2.6875626545478846,0.8329880371583238
200,1,5,random,True,0.1,0.018553818782564492,7869,146,22507,8473,0.376460656684587,0.8904109589041096,0.009191176470588236,0.01819454163750875,61,73,0.37162483025105253,7892,2.4388758782201405,7008,2.614697649620118,0.8380948149464611
150,1,10,random,True,0.1,0.021853500607041682,4942,108,14960,4820,0.32219251336898397,0.8538461538461538,0.0281868969019807,0.05457227138643068,93,130,0.3886335861360798,5536,2.300064391500322,4152,2.682553475935829,0.8356283422459893
200,3,5,cluster,True,0.1,0.015850515463917525,7760,123,22337,8298,0.37149124770560055,0.845360824742268,0.01159502262443439,0.022876272841400477,73,97,0.36313131274160365,7897,2.3938612933458296,7029,2.624345256748892,0.8466221963558221
100,2,10,cluster,True,0.1,0.04066615027110767,2582,105,8471,2213,0.26124424507142013,0.8771929824561403,0.08726003490401396,0.15873015873015872,72,171,0.38792018203670176,3254,2.1785350966429298,1897,2.8267028686105538,0.806870499350726
300,2,10,high-degree,False,0.0,0.023249599144842332,3742,87,21564,0,0.0,1.0,0.0018704408005486626,0.0037338975667434186,38,30,0.3381996936938068,12551,2.504846655013507,10521,2.602902986458913,0.9280281951400482
300,3,5,high-degree,True,0.1,0.011559573781078462,15485,179,42014,20178,0.4802684819345932,0.8771929824561403,0.003117401334247771,0.006212723658051689,56,57,0.3654265526676563,12823,2.522063298843579,14897,2.58292473937259,0.8569524444232874
100,1,10,high-degree,True,0.1,0.03793929712460064,2504,95,8293,2048,0.24695526347522007,0.8674698795180723,0.08376963350785341,0.15278514588859418,80,166,0.3915240165260684,3241,2.1856995884773665,1928,2.8379356083443867,0.8159893886410226
300,2,10,cluster,True,0.05,0.011910245443179574,15197,181,40971,19080,0.4656952478582412,0.9140625,0.007294719122139784,0.014473928372610873,102,128,0.3755019663443473,12878,2.5015128593040847,14742,2.5843401430279953,0.861902321153987
100,3,10,cluster,False,0.0,0.05215004574565416,1093,57,6261,0,0.0,0.9620253164556962,0.04421175101803374,0.08453837597330367,58,79,0.40056728982525935,3257,2.1687054026503567,1791,2.846350423255071,0.8455518287813448
150,2,5,random,True,0.05,0.02368421052631579,4940,117,14947,4819,0.3224058339466114,0.953125,0.015490096495683088,0.030484757621189407,59,64,0.385537867849644,5524,2.324612403100775,4129,2.672041212283401,0.8317388104636382
75,1,5,random,True,0.1,0.04788909892879647,1587,76,5734,1169,0.2038716428322288,0.8426966292134831,0.07836990595611286,0.14340344168260039,59,89,0.41135316155680207,2184,2.0626801152737753,1103,2.9363446110917337,0.7912452040460412
100,1,10,high-degree,True,0.05,0.03821656050955414,2512,96,8385,2056,0.24519976147883124,0.8662790697674418,0.0866783013379872,0.15758857747223692,86,172,0.3972760627884393,3325,2.1910167818361304,1901,2.8443649373881934,0.815742397137746
100,1,5,random,True,0.1,0.03613006824568447,2491,90,8269,2013,0.24343935179586407,0.8333333333333334,0.04072134962187318,0.07764836383804771,66,84,0.38866088562358153,3252,2.2141772151898733,1888,2.839279235699601,0.816785584713992
75,3,5,random,True,0.05,0.04983164983164983,1485,74,5627,1034,0.18375688644037674,0.8554216867469879,0.0741901776384535,0.13653846153846153,60,83,0.40397514949659913,2212,1.924822695035461,1101,2.92909187844322,0.7936733605829038
150,1,10,high-degree,True,0.1,0.02286180853235354,4899,112,15035,4840,0.321915530428999,0.8581081081081081,0.03224987303199594,0.062163485070974064,99,148,0.3832122016701265,5591,2.3099265879348865,4147,2.6818756235450616,0.8343864316594612
100,1,10,random,False,0.0,0.05519779208831647,1087,60,6247,0,0.0,0.8961038961038961,0.04013961605584642,0.07683741648106904,57,77,0.40134644114468465,3243,2.1244877049180326,1797,2.845685929246038,0.8546502321114134
300,3,5,cluster,True,0.1,0.012498355479542166,15202,190,41088,19258,0.46870132398753894,0.8771929824561403,0.003117401334247771,0.006212723658051689,49,57,0.3594778747650549,12817,2.5202980082104305,14733,2.583235981308411,0.8613950545171339
200,3,10,cluster,False,0.0,0.03663613655287261,2402,88,14037,0,0.0,0.9772727272727273,0.006080316742081448,0.012085441259134345,46,44,0.36867403125279735,7895,2.4322642412637627,5782,2.640378998361473,0.9051079290446676
200,2,10,cluster,True,0.05,0.018595300917200654,7959,148,22749,8612,0.3785660908171788,0.9076923076923077,0.01668552036199095,0.032768675367953345,79,130,0.36930432363597543,7995,2.3791915480018373,7076,2.6272803200140666,0.8512901666007296
400,1,10,cluster,False,0.0,0.0161959312660478,5063,82,29512,0,0.0,1.0,0.0010872996387359265,0.0021722374045266626,38,31,0.33793246707473024,17172,2.578211959739491,15562,2.6010097587422067,0.9386351314719437
50,2,5,cluster,True,0.1,0.060836501901140684,789,48,3194,453,0.14182842830306824,0.835820895522388,0.1346153846153846,0.2318840579710145,39,67,0.4263826840341585,1173,1.7859824780976221,485,2.971509079524108,0.7351283656856606
75,3,5,cluster,True,0.05,0.051147540983606556,1525,78,5704,1137,0.19933380084151472,0.7777777777777778,0.06583072100313479,0.12138728323699421,44,81,0.3987223302759054,2186,1.987133666904932,1105,2.9225105189340814,0.7868162692847125
300,1,10,random,False,0.0,0.018796992481203006,3724,70,21541,0,0.0,0.9285714285714286,0.001621048693808841,0.0032364473766104437,35,28,0.34540562573132744,12528,2.49456778460085,10410,2.60419664825217,0.9264193862866162
300,1,10,random,True,0.1,0.012984431931103014,15095,196,40476,18850,0.46570807392034785,0.8739495798319328,0.006484194775235364,0.012872880306968686,106,119,0.3734356518137078,12613,2.4786551993745114,14763,2.5853839312185,0.8637464176302007
150,1,5,high-degree,True,0.1,0.02353663528448629,4886,115,14875,4740,0.31865546218487395,0.9016393442622951,0.013966480446927373,0.027506876719179795,55,61,0.37074850445641966,5531,2.268300548210255,4138,2.68127731092437,0.8338151260504202
400,2,10,random,True,0.05,0.00942093722082352,24626,232,65050,35499,0.5457186779400461,0.9224137931034483,0.0037529374627336817,0.007475460229852936,106,116,0.3632155060013841,17211,2.5461393596986817,25049,2.576664104534973,0.8606764027671022
100,3,10,high-degree,True,0.1,0.03346613545816733,2510,84,8346,2021,0.2421519290678169,0.8354430379746836,0.07678883071553229,0.14064997336174748,90,158,0.3938680577675386,3321,2.122754491017964,1919,2.8253055355859096,0.8085310328300982
150,3,10,cluster,False,0.0,0.036290322580645164,1736,63,10207,0,0.0,0.8913043478260869,0.010411376333164043,0.02058232931726908,46,46,0.39266889819345924,5603,2.2558437399935958,3636,2.6997158812579602,0.8865484471441167
300,2,5,random,True,0.05,0.010991869918699188,15375,169,41033,19319,0.4708161723490849,0.9468085106382979,0.005548974374961033,0.011033285811690323,80,94,0.38243679493523597,12701,2.5495550782448606,14733,2.5847976019301537,0.8590890259059781
100,3,5,high-degree,False,0.0,0.05130513051305131,1111,57,6310,0,0.0,0.9705882352941176,0.019197207678883072,0.037649743297204795,38,34,0.39536115266139943,3306,2.189568706118355,1807,2.8391442155309035,0.8475435816164818
75,3,10,high-degree,True,0.1,0.04423676012461059,1605,71,5744,1151,0.20038300835654596,0.8941176470588236,0.1588296760710554,0.26974267968056787,73,170,0.4095025029624579,2212,2.0549215406562054,1101,2.9336699164345403,0.7902158774373259
200,2,10,high-degree,True,0.1,0.02143394334419654,7978,171,22752,8667,0.38093354430379744,0.8951612903225806,0.015695701357466063,0.03085047248471373,104,124,0.3758684176099312,7943,2.4201307800093415,7031,2.6210882559774964,0.8471782700421941
200,1,10,random,False,0.0,0.026881720430107527,2418,65,14083,0,0.0,0.8857142857142857,0.004383484162895928,0.008723793443084283,41,35,0.36419641422129434,7941,2.3611433883337205,5740,2.63729319037137,0.9039267201590571
150,3,5,random,False,0.0,0.029226361031518624,1745,51,10248,0,0.0,0.9259259259259259,0.0063484002031488065,0.012610340479192938,29,27,0.39080607960754754,5644,2.2639451542536615,3627,2.702673692427791,0.8884660421545667
150,2,10,high-degree,True,0.05,0.02307850813929528,4853,112,14782,4654,0.3148423758625355,0.8903225806451613,0.03504316912138141,0.06743220131932567,101,155,0.3849382183076567,5524,2.2911392405063293,4119,2.687322419158436,0.8368285752942768
150,1,10,high-degree,False,0.0,0.030796048808832074,1721,53,10193,0,0.0,0.94,0.011934992381919756,0.02357071213640923,48,50,0.40054722261850356,5589,2.193672099712368,3682,2.70469930344354,0.8875699009123909
75,2,5,cluster,False,0.0,0.07170294494238157,781,56,4573,0,0.0,0.9302325581395349,0.04179728317659352,0.08,31,43,0.42307034521570364,2192,2.029850746268657,1066,2.9472993658429916,0.8206866389678548
300,2,10,random,True,0.05,0.011823436678928009,15224,180,40674,18973,0.4664650636770418,0.8450704225352113,0.0074817632021946506,0.014832210617390767,129,142,0.36951380114679366,12688,2.554207497277959,14799,2.583689826424743,0.8612381373850617
75,2,5,high-degree,False,0.0,0.05672823218997362,758,43,4559,0,0.0,0.9122807017543859,0.054336468129571575,0.10256410256410255,45,57,0.40858909537845595,2178,2.019047619047619,1091,2.957885501206405,0.8275937705637201
200,1,5,random,False,0.0,0.027545909849749584,2396,66,14018,0,0.0,0.9473684210526315,0.0025452488687782806,0.005076857989000141,21,19,0.3840928080288884,7876,2.3616123740332786,5725,2.6374661149950063,0.9067627336281924
50,1,5,cluster,True,0.1,0.07820646506777894,1918,150,4909,2173,0.4426563454878794,0.7901234567901234,0.15384615384615385,0.2575452716297787,44,81,0.4442877059968956,1168,1.8553299492385786,485,2.9476471786514566,0.6453452841719292
400,2,10,cluster,False,0.0,0.017173312277931306,5066,87,29411,0,0.0,0.9333333333333333,0.0004910385465259023,0.0009815606814835588,23,15,0.33663552515673456,17071,2.570335843193498,15532,2.596273503111081,0.9361123389208119
300,1,10,cluster,True,0.05,0.012566137566137565,15120,190,40528,18818,0.46432096328464273,0.898989898989899,0.005548974374961033,0.011029867393729086,79,99,0.36724006694411454,12697,2.485400896029662,14728,2.5835965258586655,0.8609849980260561
50,2,5,random,True,0.1,0.07098381070983811,803,57,3253,485,0.14909314478942515,0.8360655737704918,0.12259615384615384,0.21383647798742136,41,61,0.4289523198994805,1200,1.821561338289963,492,2.964340608668921,0.7331693821088227
200,2,10,random,True,0.1,0.0208846802438708,7709,161,22328,8260,0.36993908993192404,0.9274193548387096,0.01626131221719457,0.03196220122290161,107,124,0.3756136454796532,7926,2.386448598130841,7006,2.6151916875671803,0.8426191329272662
100,2,5,random,True,0.1,0.031683168316831684,2525,80,8321,2094,0.2516524456195169,0.9024390243902439,0.04304828388598022,0.08217656857301497,61,82,0.3981409786027135,3223,2.138501291989664,1906,2.8458118014661697,0.819012137964187
75,1,5,high-degree,True,0.1,0.04041720990873533,1534,62,5628,1089,0.19349680170575692,0.8902439024390244,0.07628004179728318,0.14051973051010588,57,82,0.39726198868251805,2158,2.029992684711046,1095,2.9243070362473347,0.7921108742004265
200,1,5,random,True,0.05,0.01608242241487624,7959,128,22960,8842,0.38510452961672476,0.85,0.009615384615384616,0.019015659955257273,77,80,0.37227771049464936,7976,2.4183983189353255,7068,2.6229094076655053,0.8463850174216028
50,2,10,cluster,True,0.05,0.0690505548705302,811,56,3239,475,0.146650200679222,0.8110236220472441,0.24759615384615385,0.3793738489871087,46,127,0.4274502053991556,1196,1.8508014796547472,492,2.956468045693115,0.7239888854584748
150,2,10,cluster,True,0.1,0.019604111153406927,5254,103,15640,5453,0.34865728900255755,0.8870056497175142,0.039867953275774505,0.07630619684082625,89,177,0.38384914966265804,5583,2.354766474728087,4192,2.6898337595907926,0.828772378516624
